fighter_id,totalSigStrikes,totalSigStrikesAttempted,totalKnockdowns,totalTakedowns,totalTakedownsAttempted,totalControlSecs,totalTakedownPercentage,totalSigStrikePercentage,opponentSigStrikes,opponentControlTimeSecs,opponentTakedowns,opponentTotalTakedown,opponentTakedownPercentage,totalFights,totalFinishes,totalFightTimeSecs
1685,1002,2506.0,3,11,21.0,988.0,0.5238095238095238,0.39984038308060654,1317,174.0,4,9.0,0.4444444444444444,14,4,12406
1693,328,696.0,1,4,27.0,673.0,0.14814814814814814,0.47126436781609193,481,1868.0,4,5.0,0.8,10,2,6860
1698,118,227.0,1,2,5.0,276.0,0.4,0.5198237885462555,109,25.0,0,0.0,0.0,3,0,1197
1708,1067,2535.0,4,2,6.0,198.0,0.3333333333333333,0.4209072978303747,1085,1373.0,9,28.0,0.32142857142857145,14,2,10410
1714,431,975.0,0,13,22.0,1894.0,0.5909090909090909,0.442051282051282,351,1559.0,8,25.0,0.32,9,1,6487
1715,386,909.0,2,5,12.0,257.0,0.4166666666666667,0.42464246424642466,380,815.0,7,24.0,0.2916666666666667,7,1,4315
1716,560,1045.0,7,11,18.0,1089.0,0.6111111111111112,0.5358851674641149,475,735.0,0,0.0,0.0,16,7,6940
1720,342,874.0,1,11,23.0,644.0,0.4782608695652174,0.391304347826087,442,754.0,6,13.0,0.46153846153846156,12,4,7487
1722,597,1164.0,6,5,11.0,343.0,0.45454545454545453,0.5128865979381443,515,628.0,7,23.0,0.30434782608695654,11,3,6471
1723,691,1725.0,1,15,38.0,2314.0,0.39473684210526316,0.40057971014492755,828,1458.0,13,21.0,0.6190476190476191,12,1,10818
1724,800,1835.0,3,10,20.0,1306.0,0.5,0.4359673024523161,840,1448.0,14,49.0,0.2857142857142857,15,6,11770
1730,972,1599.0,3,15,34.0,1088.0,0.4411764705882353,0.6078799249530957,502,481.0,5,9.0,0.5555555555555556,13,6,9043
1734,431,1053.0,1,16,42.0,2966.0,0.38095238095238093,0.409306742640076,489,1304.0,8,21.0,0.38095238095238093,12,4,8776
1740,550,1187.0,0,21,40.0,3594.0,0.525,0.4633529907329402,474,3189.0,21,51.0,0.4117647058823529,18,9,11063
1745,343,758.0,1,8,27.0,911.0,0.2962962962962963,0.4525065963060686,286,1124.0,11,18.0,0.6111111111111112,12,5,5121
1746,765,1761.0,1,49,113.0,2572.0,0.4336283185840708,0.434412265758092,845,3341.0,50,170.0,0.29411764705882354,14,1,14065
1747,341,736.0,4,5,11.0,778.0,0.45454545454545453,0.4633152173913043,325,621.0,8,12.0,0.6666666666666666,8,3,3701
1748,418,937.0,0,10,17.0,396.0,0.5882352941176471,0.44610458911419426,521,963.0,13,19.0,0.6842105263157895,15,6,5816
1750,300,769.0,9,7,16.0,538.0,0.4375,0.39011703511053314,326,1220.0,22,38.0,0.5789473684210527,11,3,5130
1752,505,1274.0,6,2,15.0,891.0,0.13333333333333333,0.3963893249607535,330,604.0,3,10.0,0.3,10,4,7324
1753,848,1916.0,6,21,52.0,2492.0,0.40384615384615385,0.44258872651356995,817,2136.0,17,45.0,0.37777777777777777,18,5,13765
1755,846,2041.0,2,24,72.0,2759.0,0.3333333333333333,0.4145026947574718,861,1257.0,11,23.0,0.4782608695652174,14,6,12079
1757,443,1016.0,2,4,9.0,493.0,0.4444444444444444,0.4360236220472441,626,2011.0,10,28.0,0.35714285714285715,11,4,6018
1758,193,440.0,2,9,14.0,1576.0,0.6428571428571429,0.43863636363636366,218,872.0,6,13.0,0.46153846153846156,10,4,4371
1760,1171,2552.0,4,6,37.0,692.0,0.16216216216216217,0.4588557993730408,1113,2293.0,18,48.0,0.375,18,5,18990
1763,607,1236.0,4,4,7.0,1035.0,0.5714285714285714,0.4911003236245955,598,569.0,3,13.0,0.23076923076923078,12,6,7868
1765,397,814.0,2,4,11.0,399.0,0.36363636363636365,0.4877149877149877,508,1145.0,9,11.0,0.8181818181818182,10,1,6159
1767,408,763.0,1,7,16.0,1916.0,0.4375,0.5347313237221494,523,2429.0,13,19.0,0.6842105263157895,10,0,7413
1768,843,1875.0,3,9,22.0,2412.0,0.4090909090909091,0.4496,611,3184.0,12,35.0,0.34285714285714286,15,5,12106
1769,712,1763.0,3,17,36.0,1671.0,0.4722222222222222,0.4038570618264322,709,682.0,7,15.0,0.4666666666666667,15,3,9469
1772,729,1492.0,1,3,9.0,877.0,0.3333333333333333,0.4886058981233244,459,1133.0,14,35.0,0.4,10,1,8088
1773,651,1276.0,8,7,27.0,2305.0,0.25925925925925924,0.5101880877742947,496,1182.0,6,18.0,0.3333333333333333,15,6,11258
1779,636,1629.0,3,45,109.0,2334.0,0.41284403669724773,0.39042357274401474,552,996.0,15,43.0,0.3488372093023256,14,5,10236
1780,845,1942.0,1,24,47.0,1299.0,0.5106382978723404,0.4351184346035015,730,2793.0,27,49.0,0.5510204081632653,14,2,11992
1783,740,1664.0,2,30,53.0,2426.0,0.5660377358490566,0.44471153846153844,679,1212.0,8,15.0,0.5333333333333333,14,3,8572
1786,881,1678.0,4,15,30.0,1677.0,0.5,0.5250297973778307,642,1476.0,12,37.0,0.32432432432432434,12,3,9572
1789,1250,2526.0,6,20,91.0,1832.0,0.21978021978021978,0.4948535233570863,985,2037.0,27,88.0,0.3068181818181818,14,4,14524
1793,608,1248.0,0,9,19.0,1329.0,0.47368421052631576,0.48717948717948717,540,1462.0,16,42.0,0.38095238095238093,8,0,7200
1799,265,471.0,1,21,38.0,3372.0,0.5526315789473685,0.5626326963906582,177,1440.0,13,31.0,0.41935483870967744,10,2,6906
1801,425,1109.0,0,3,6.0,700.0,0.5,0.38322813345356177,543,945.0,8,17.0,0.47058823529411764,8,0,7800
1802,229,558.0,0,4,6.0,1110.0,0.6666666666666666,0.4103942652329749,273,1106.0,13,51.0,0.2549019607843137,10,5,5349
1803,826,1704.0,2,15,38.0,1864.0,0.39473684210526316,0.4847417840375587,659,1048.0,15,42.0,0.35714285714285715,12,4,9134
1804,774,1946.0,0,8,17.0,2241.0,0.47058823529411764,0.3977389516957862,818,1603.0,14,25.0,0.56,12,1,10769
1806,161,344.0,0,4,6.0,670.0,0.6666666666666666,0.4680232558139535,230,590.0,3,5.0,0.6,3,0,2696
1812,975,1819.0,4,19,35.0,2623.0,0.5428571428571428,0.5360087960417812,904,4920.0,43,84.0,0.5119047619047619,25,10,15440
1813,290,587.0,9,23,31.0,1947.0,0.7419354838709677,0.4940374787052811,163,1475.0,18,55.0,0.32727272727272727,10,4,5858
1815,763,1456.0,3,24,51.0,3126.0,0.47058823529411764,0.5240384615384616,616,1476.0,9,32.0,0.28125,12,4,10454
1822,814,1878.0,2,9,22.0,2244.0,0.4090909090909091,0.4334398296059638,775,2414.0,18,40.0,0.45,14,2,12570
1823,260,681.0,3,9,22.0,831.0,0.4090909090909091,0.38179148311306904,388,1128.0,10,16.0,0.625,14,6,5328
1825,544,970.0,0,6,18.0,1067.0,0.3333333333333333,0.5608247422680412,598,2995.0,15,36.0,0.4166666666666667,12,4,7862
1828,480,879.0,4,8,26.0,1181.0,0.3076923076923077,0.5460750853242321,393,985.0,8,20.0,0.4,13,7,5527
1829,852,1850.0,4,11,24.0,1126.0,0.4583333333333333,0.46054054054054056,852,1640.0,6,8.0,0.75,15,4,11979
1833,470,1065.0,3,16,26.0,2324.0,0.6153846153846154,0.4413145539906103,536,2106.0,17,33.0,0.5151515151515151,14,4,9793
1834,483,993.0,0,12,28.0,2310.0,0.42857142857142855,0.486404833836858,463,1960.0,12,20.0,0.6,11,4,7908
1838,257,533.0,4,5,12.0,969.0,0.4166666666666667,0.4821763602251407,314,532.0,6,7.0,0.8571428571428571,14,6,5149
1843,215,451.0,3,2,2.0,392.0,1.0,0.47671840354767187,184,168.0,1,2.0,0.5,10,6,2867
1844,418,1168.0,1,8,31.0,609.0,0.25806451612903225,0.3578767123287671,568,488.0,9,13.0,0.6923076923076923,10,1,7889
1846,327,620.0,2,3,6.0,761.0,0.5,0.5274193548387097,191,578.0,5,12.0,0.4166666666666667,7,1,3977
1849,358,743.0,0,18,40.0,2194.0,0.45,0.48183041722745623,349,1592.0,5,7.0,0.7142857142857143,11,5,6462
1850,556,1209.0,2,7,16.0,1830.0,0.4375,0.4598842018196857,755,2123.0,8,11.0,0.7272727272727273,11,0,8765
1851,352,671.0,3,10,28.0,998.0,0.35714285714285715,0.5245901639344263,319,1647.0,17,41.0,0.4146341463414634,12,6,5437
1857,244,578.0,0,2,8.0,770.0,0.25,0.42214532871972316,326,1940.0,8,15.0,0.5333333333333333,8,2,4863
1858,323,637.0,1,9,21.0,1660.0,0.42857142857142855,0.5070643642072213,230,1459.0,7,9.0,0.7777777777777778,10,2,5655
1859,738,1362.0,3,4,9.0,386.0,0.4444444444444444,0.5418502202643172,537,2342.0,14,44.0,0.3181818181818182,13,3,10394
1860,461,986.0,4,7,14.0,851.0,0.5,0.46754563894523327,454,974.0,4,10.0,0.4,9,3,5607
1862,247,484.0,4,18,26.0,1634.0,0.6923076923076923,0.5103305785123967,228,746.0,6,16.0,0.375,10,4,4171
1863,534,1434.0,8,9,41.0,1093.0,0.21951219512195122,0.3723849372384937,615,996.0,3,9.0,0.3333333333333333,12,3,8862
1864,320,778.0,2,3,5.0,888.0,0.6,0.41131105398457585,289,1682.0,15,42.0,0.35714285714285715,7,0,6300
1866,380,843.0,0,5,10.0,1069.0,0.5,0.45077105575326215,438,1597.0,6,20.0,0.3,10,2,5961
1872,573,1295.0,3,14,17.0,2013.0,0.8235294117647058,0.44247104247104246,576,1905.0,7,13.0,0.5384615384615384,13,2,8719
1873,518,908.0,5,7,22.0,1205.0,0.3181818181818182,0.5704845814977973,418,1704.0,7,21.0,0.3333333333333333,15,6,7746
1875,481,959.0,1,15,32.0,1257.0,0.46875,0.5015641293013556,458,1052.0,10,25.0,0.4,11,4,6098
1878,438,730.0,1,34,79.0,2874.0,0.43037974683544306,0.6,315,1807.0,18,40.0,0.45,10,6,6417
1879,221,573.0,0,4,4.0,1002.0,1.0,0.3856893542757417,306,2822.0,16,23.0,0.6956521739130435,7,1,6289
1880,464,914.0,2,7,32.0,1156.0,0.21875,0.5076586433260394,402,1064.0,6,15.0,0.4,15,8,8512
1887,176,416.0,0,0,0.0,414.0,0.0,0.0,195,666.0,3,4.0,0.75,4,1,2565
1889,134,367.0,0,8,34.0,1403.0,0.23529411764705882,0.3651226158038147,236,1073.0,9,14.0,0.6428571428571429,5,0,4500
1890,217,427.0,1,3,4.0,270.0,0.75,0.5081967213114754,226,923.0,6,6.0,1.0,9,7,3815
1892,475,877.0,2,27,57.0,4475.0,0.47368421052631576,0.5416191562143672,342,2306.0,15,47.0,0.3191489361702128,13,6,9155
1898,589,1218.0,3,10,34.0,1186.0,0.29411764705882354,0.48357963875205257,561,1248.0,6,29.0,0.20689655172413793,13,7,7052
1904,393,768.0,1,30,73.0,2625.0,0.410958904109589,0.51171875,387,1707.0,10,37.0,0.2702702702702703,11,4,8315
1906,492,1089.0,0,24,51.0,2298.0,0.47058823529411764,0.45179063360881544,406,1616.0,32,69.0,0.463768115942029,9,0,8100
1907,384,926.0,7,5,6.0,1090.0,0.8333333333333334,0.4146868250539957,341,1709.0,14,40.0,0.35,11,1,6481
1909,576,1144.0,0,6,29.0,598.0,0.20689655172413793,0.5034965034965035,602,563.0,3,6.0,0.5,10,3,7212
1911,152,350.0,2,4,10.0,751.0,0.4,0.4342857142857143,200,869.0,8,20.0,0.4,7,2,3553
1912,240,636.0,1,13,39.0,1829.0,0.3333333333333333,0.37735849056603776,332,2042.0,11,30.0,0.36666666666666664,10,4,7068
1913,353,656.0,2,16,31.0,921.0,0.5161290322580645,0.538109756097561,355,1134.0,8,17.0,0.47058823529411764,6,2,4543
1914,250,578.0,0,8,10.0,1002.0,0.8,0.43252595155709345,443,2054.0,25,41.0,0.6097560975609756,13,6,5730
1915,814,1764.0,4,8,25.0,1562.0,0.32,0.4614512471655329,858,1330.0,15,38.0,0.39473684210526316,14,3,8676
1918,516,1050.0,1,7,28.0,1584.0,0.25,0.49142857142857144,466,1524.0,8,18.0,0.4444444444444444,9,1,7092
1920,777,1777.0,0,15,34.0,2155.0,0.4411764705882353,0.43725379853685986,878,1415.0,15,39.0,0.38461538461538464,12,1,11148
1923,534,1236.0,0,10,21.0,1022.0,0.47619047619047616,0.4320388349514563,483,1546.0,17,36.0,0.4722222222222222,10,1,7590
1924,934,1860.0,7,9,15.0,1258.0,0.6,0.5021505376344086,792,1874.0,23,40.0,0.575,15,5,10668
1925,580,1142.0,1,7,13.0,761.0,0.5384615384615384,0.5078809106830122,549,1398.0,15,40.0,0.375,12,5,7798
1934,156,450.0,3,2,3.0,90.0,0.6666666666666666,0.3466666666666667,122,650.0,9,16.0,0.5625,6,0,3202
1937,560,1383.0,0,11,27.0,2079.0,0.4074074074074074,0.4049168474331164,592,1716.0,15,32.0,0.46875,12,3,9176
1939,237,557.0,1,4,11.0,1174.0,0.36363636363636365,0.4254937163375224,195,1244.0,8,13.0,0.6153846153846154,6,2,4256
1940,361,669.0,0,7,14.0,1206.0,0.5,0.5396113602391629,354,2046.0,15,32.0,0.46875,9,1,5799
1948,208,493.0,0,5,22.0,834.0,0.22727272727272727,0.42190669371196754,267,256.0,1,2.0,0.5,5,1,3189
1950,261,472.0,0,12,23.0,1214.0,0.5217391304347826,0.5529661016949152,299,458.0,5,21.0,0.23809523809523808,8,5,4347
1951,708,1280.0,2,6,10.0,598.0,0.6,0.553125,572,1222.0,11,25.0,0.44,12,6,10254
1955,235,474.0,0,1,2.0,653.0,0.5,0.4957805907172996,223,349.0,3,16.0,0.1875,3,0,2700
1956,505,1040.0,0,35,76.0,2892.0,0.4605263157894737,0.4855769230769231,558,1083.0,5,12.0,0.4166666666666667,11,3,7786
1957,310,730.0,2,12,22.0,1202.0,0.5454545454545454,0.4246575342465753,371,835.0,5,20.0,0.25,9,3,5649
1959,269,878.0,1,12,28.0,925.0,0.42857142857142855,0.30637813211845105,504,250.0,5,10.0,0.5,8,1,6347
1960,311,866.0,4,2,2.0,105.0,1.0,0.35912240184757505,243,433.0,6,14.0,0.42857142857142855,7,3,3467
1961,1003,1863.0,1,14,29.0,2833.0,0.4827586206896552,0.5383789586688137,822,1229.0,6,10.0,0.6,11,0,9900
1963,373,851.0,1,13,23.0,1732.0,0.5652173913043478,0.4383078730904818,445,1123.0,18,32.0,0.5625,8,2,6572
1965,107,213.0,2,0,0.0,66.0,0.0,0.0,53,14.0,0,0.0,0.0,5,2,1124
1966,276,633.0,1,23,42.0,2374.0,0.5476190476190477,0.43601895734597157,261,1822.0,9,44.0,0.20454545454545456,9,1,7210
1968,413,1064.0,4,7,25.0,1658.0,0.28,0.3881578947368421,313,759.0,5,27.0,0.18518518518518517,10,2,7946
1972,259,473.0,1,12,14.0,1266.0,0.8571428571428571,0.547568710359408,157,618.0,5,7.0,0.7142857142857143,5,2,3277
1973,270,877.0,3,2,11.0,199.0,0.18181818181818182,0.30786773090079816,397,52.0,0,0.0,0.0,8,3,4528
1974,227,518.0,0,10,16.0,668.0,0.625,0.43822393822393824,247,954.0,5,9.0,0.5555555555555556,6,1,3779
1975,281,630.0,3,18,29.0,769.0,0.6206896551724138,0.44603174603174606,255,362.0,2,2.0,1.0,7,2,4748
1976,482,1258.0,4,4,8.0,260.0,0.5,0.383147853736089,514,568.0,5,15.0,0.3333333333333333,10,3,7898
1977,372,656.0,3,15,34.0,2092.0,0.4411764705882353,0.5670731707317073,206,1185.0,13,31.0,0.41935483870967744,9,3,5869
1979,271,516.0,5,0,0.0,227.0,0.0,0.0,229,754.0,7,12.0,0.5833333333333334,10,4,3274
1982,416,935.0,3,8,27.0,695.0,0.2962962962962963,0.4449197860962567,510,828.0,11,23.0,0.4782608695652174,11,2,6228
1983,258,508.0,0,0,0.0,39.0,0.0,0.0,191,470.0,2,4.0,0.5,4,0,2254
1984,578,1296.0,5,22,58.0,2485.0,0.3793103448275862,0.44598765432098764,856,1298.0,11,36.0,0.3055555555555556,18,8,10453
1985,388,682.0,2,7,9.0,740.0,0.7777777777777778,0.5689149560117303,212,115.0,0,0.0,0.0,7,3,4079
1987,226,548.0,0,25,44.0,1838.0,0.5681818181818182,0.4124087591240876,383,1322.0,16,37.0,0.43243243243243246,9,3,5202
1988,539,1208.0,1,5,10.0,645.0,0.5,0.4461920529801324,544,1125.0,13,35.0,0.37142857142857144,7,0,4962
1989,509,1196.0,1,8,28.0,971.0,0.2857142857142857,0.42558528428093645,595,784.0,4,28.0,0.14285714285714285,9,2,6732
1990,367,794.0,0,13,23.0,1902.0,0.5652173913043478,0.4622166246851385,478,1387.0,14,27.0,0.5185185185185185,9,4,7704
1991,586,1113.0,3,18,39.0,3178.0,0.46153846153846156,0.5265049415992812,549,2463.0,15,24.0,0.625,16,8,10379
1992,410,871.0,1,6,11.0,1245.0,0.5454545454545454,0.4707233065442021,408,234.0,1,5.0,0.2,10,3,6593
1993,417,997.0,1,8,12.0,1233.0,0.6666666666666666,0.4182547642928786,508,2261.0,12,16.0,0.75,11,2,8091
1994,405,717.0,0,9,23.0,810.0,0.391304347826087,0.5648535564853556,286,1454.0,8,15.0,0.5333333333333333,8,1,6644
1996,479,1001.0,3,2,5.0,155.0,0.4,0.4785214785214785,524,1225.0,11,39.0,0.28205128205128205,9,5,6128
1997,127,332.0,0,1,4.0,490.0,0.25,0.3825301204819277,131,812.0,4,21.0,0.19047619047619047,4,0,2870
1998,143,303.0,0,5,6.0,913.0,0.8333333333333334,0.47194719471947194,148,1914.0,23,38.0,0.6052631578947368,8,3,4739
2001,323,764.0,0,10,18.0,1544.0,0.5555555555555556,0.42277486910994766,347,1465.0,13,36.0,0.3611111111111111,6,0,6000
2002,843,1635.0,2,12,27.0,1673.0,0.4444444444444444,0.5155963302752293,740,2272.0,18,45.0,0.4,11,4,7358
2004,203,382.0,0,10,17.0,2044.0,0.5882352941176471,0.5314136125654451,199,2803.0,10,16.0,0.625,9,2,6327
2006,485,926.0,4,8,22.0,1986.0,0.36363636363636365,0.5237580993520519,278,1160.0,13,27.0,0.48148148148148145,10,6,5507
2007,362,685.0,7,17,25.0,834.0,0.68,0.5284671532846715,368,903.0,7,8.0,0.875,9,4,4593
2009,163,362.0,4,6,18.0,580.0,0.3333333333333333,0.45027624309392267,170,974.0,4,10.0,0.4,10,2,4177
2010,236,530.0,0,3,11.0,679.0,0.2727272727272727,0.44528301886792454,304,800.0,4,5.0,0.8,4,0,3600
2011,385,824.0,2,8,38.0,639.0,0.21052631578947367,0.4672330097087379,575,481.0,6,9.0,0.6666666666666666,10,4,5396
2013,116,248.0,1,5,14.0,695.0,0.35714285714285715,0.46774193548387094,149,728.0,5,6.0,0.8333333333333334,6,2,2298
2014,555,1155.0,2,10,27.0,1137.0,0.37037037037037035,0.4805194805194805,447,313.0,2,7.0,0.2857142857142857,9,3,5296
2015,386,1021.0,2,0,0.0,495.0,0.0,0.0,414,208.0,6,7.0,0.8571428571428571,9,4,5007
2016,301,762.0,1,20,57.0,2455.0,0.3508771929824561,0.39501312335958005,364,1741.0,12,24.0,0.5,11,3,8201
2017,316,815.0,1,10,40.0,722.0,0.25,0.38773006134969323,287,356.0,3,5.0,0.6,5,0,4151
2019,860,1864.0,4,9,17.0,664.0,0.5294117647058824,0.4613733905579399,899,584.0,9,11.0,0.8181818181818182,12,3,8178
2021,268,760.0,1,6,12.0,993.0,0.5,0.3526315789473684,409,1407.0,5,19.0,0.2631578947368421,8,1,6303
2022,377,958.0,2,12,16.0,2546.0,0.75,0.3935281837160752,518,1482.0,12,24.0,0.5,10,0,8911
2024,423,1084.0,1,15,39.0,1078.0,0.38461538461538464,0.39022140221402213,509,846.0,12,29.0,0.41379310344827586,8,2,6452
2025,156,286.0,3,5,8.0,797.0,0.625,0.5454545454545454,103,1296.0,2,10.0,0.2,8,6,2509
2026,327,668.0,1,24,33.0,2259.0,0.7272727272727273,0.48952095808383234,329,1464.0,14,23.0,0.6086956521739131,8,1,6082
2029,321,685.0,0,9,17.0,771.0,0.5294117647058824,0.4686131386861314,262,420.0,1,6.0,0.16666666666666666,7,1,4045
2030,255,667.0,1,6,15.0,345.0,0.4,0.3823088455772114,268,404.0,3,6.0,0.5,6,1,4638
2031,223,447.0,1,1,3.0,641.0,0.3333333333333333,0.4988814317673378,246,700.0,6,18.0,0.3333333333333333,6,1,3810
2034,321,623.0,0,5,10.0,1017.0,0.5,0.5152487961476726,369,1331.0,10,21.0,0.47619047619047616,8,1,5108
2035,341,759.0,2,3,6.0,382.0,0.5,0.4492753623188406,377,516.0,6,13.0,0.46153846153846156,5,1,3256
2036,487,1033.0,2,11,19.0,827.0,0.5789473684210527,0.4714424007744434,417,2801.0,29,49.0,0.5918367346938775,10,4,7214
2037,138,307.0,1,5,9.0,536.0,0.5555555555555556,0.4495114006514658,195,801.0,5,8.0,0.625,6,2,2366
2047,314,702.0,0,5,14.0,708.0,0.35714285714285715,0.4472934472934473,430,1329.0,5,21.0,0.23809523809523808,8,0,6193
2048,426,737.0,3,7,19.0,772.0,0.3684210526315789,0.5780189959294437,437,534.0,2,4.0,0.5,7,5,4529
2050,158,362.0,2,4,14.0,444.0,0.2857142857142857,0.43646408839779005,229,1405.0,5,11.0,0.45454545454545453,5,1,4198
2051,411,863.0,0,6,31.0,464.0,0.1935483870967742,0.4762456546929316,405,402.0,3,8.0,0.375,7,1,4864
2053,202,341.0,1,3,7.0,307.0,0.42857142857142855,0.592375366568915,217,1314.0,11,23.0,0.4782608695652174,8,6,2921
2054,294,620.0,2,5,10.0,718.0,0.5,0.47419354838709676,308,322.0,1,2.0,0.5,9,3,4858
2056,546,1098.0,4,13,22.0,1881.0,0.5909090909090909,0.4972677595628415,515,1045.0,6,11.0,0.5454545454545454,12,5,8923
2057,282,820.0,2,8,17.0,817.0,0.47058823529411764,0.3439024390243902,274,538.0,3,13.0,0.23076923076923078,6,3,5189
2058,66,146.0,0,6,9.0,647.0,0.6666666666666666,0.4520547945205479,130,1297.0,10,20.0,0.5,7,1,2612
2060,231,511.0,0,0,0.0,418.0,0.0,0.0,378,753.0,10,15.0,0.6666666666666666,4,0,2889
2061,320,706.0,3,5,15.0,1244.0,0.3333333333333333,0.45325779036827196,344,1369.0,9,13.0,0.6923076923076923,9,1,6298
2062,106,189.0,4,1,1.0,53.0,1.0,0.5608465608465608,95,254.0,3,3.0,1.0,9,8,1101
2064,424,859.0,3,9,19.0,526.0,0.47368421052631576,0.4935972060535506,497,529.0,5,14.0,0.35714285714285715,7,2,5150
2065,279,475.0,1,7,30.0,1538.0,0.23333333333333334,0.5873684210526315,188,696.0,4,11.0,0.36363636363636365,7,3,3990
2066,121,371.0,1,8,23.0,655.0,0.34782608695652173,0.3261455525606469,230,1727.0,9,29.0,0.3103448275862069,6,1,4123
2068,455,864.0,1,24,48.0,2299.0,0.5,0.5266203703703703,343,966.0,6,12.0,0.5,12,2,7096
2069,593,1663.0,7,12,28.0,959.0,0.42857142857142855,0.3565844858689116,582,1243.0,16,36.0,0.4444444444444444,15,8,9591
2070,161,431.0,1,8,24.0,429.0,0.3333333333333333,0.37354988399071926,231,5.0,0,0.0,0.0,3,0,2700
2074,100,215.0,4,0,0.0,87.0,0.0,0.0,148,107.0,0,0.0,0.0,8,4,1527
2075,346,724.0,0,3,16.0,578.0,0.1875,0.47790055248618785,394,626.0,3,6.0,0.5,8,1,3523
2079,436,1006.0,6,11,16.0,1057.0,0.6875,0.43339960238568587,517,1834.0,16,25.0,0.64,11,2,7138
2083,544,1098.0,1,11,21.0,1387.0,0.5238095238095238,0.49544626593806923,543,1558.0,22,42.0,0.5238095238095238,10,2,6968
