id,fighter_id,name,weightclass,wins,losses,draws,currentElo,maxElo
0,229,Andrei Arlovski,Heavyweight,24,18,0,1546.225192219299,1822.172806511661
1,268,Robbie Lawler,Welterweight,15,10,0,1726.9283703813562,1837.5151598006803
2,408,Ed Herman,Middleweight,13,13,0,1545.158018890083,1611.5416754652774
3,457,Clay Guida,Lightweight,18,19,0,1516.7010812441413,1678.738031945633
4,581,Matt Brown,Welterweight,17,13,0,1645.074721215023,1729.876447354755
5,596,Jon Jones,Light Heavyweight,22,2,0,2098.4185824643887,2098.4185824643887
6,607,Jim Miller,Lightweight,28,17,0,1708.9591844208733,1778.9147331369509
7,612,Rafael Dos Anjos,Lightweight,21,15,0,1707.9586485445263,1849.011405720356
8,723,Darren Elkins,Lightweight,19,10,0,1664.9065192630555,1746.1888887149978
9,735,Court McGee,Middleweight,11,12,0,1503.8015947069728,1630.6426473118556
10,740,Brad Tavares,Middleweight,15,10,0,1595.4710718869358,1703.7439081366715
11,750,Charles Oliveira,Lightweight,23,11,0,1873.667971526327,1897.7305011573592
12,773,Edson Barboza,Lightweight,18,12,0,1679.4959955990216,1751.6020972508145
13,777,Michael Johnson,Lightweight,15,15,0,1561.5956353668598,1677.9140063308475
14,791,John Makdessi,Lightweight,11,9,0,1553.441488812619,1607.2660779665907
15,792,Dustin Poirier,Featherweight,22,9,0,1841.5376781084688,1890.49885190834
16,796,Rani Yahya,Featherweight,14,6,1,1628.9637659303148,1704.3179557345209
17,812,Chris Weidman,Middleweight,12,8,0,1679.8751952251955,1979.6315954329168
18,827,Chan Sung Jung,Featherweight,7,5,0,1688.7405048100925,1735.9604069679535
19,829,Alex Caceres,Featherweight,17,13,0,1598.663871439802,1634.250443058279
20,832,Jose Aldo,Featherweight,14,8,0,1782.205273551233,1910.9877010772063
21,838,Tony Ferguson,Welterweight,15,9,0,1667.9941195877868,1942.314109910704
22,881,Stipe Miocic,Heavyweight,14,5,0,1942.726219067099,2010.385252303363
23,886,Dustin Jacoby,Middleweight,8,6,1,1604.864964479718,1656.9744173285858
24,893,Cub Swanson,Featherweight,15,10,0,1650.3694593989408,1734.292758882077
25,924,Daniel Pineda,Featherweight,5,9,0,1456.7481823139797,1599.1888210274967
26,929,Max Holloway,Featherweight,22,8,0,1926.7158044441023,1962.753042000792
27,932,Stephen Thompson,Welterweight,12,8,1,1686.1715183700085,1792.7813041054894
28,936,Tim Means,Lightweight,15,15,0,1513.0619060784202,1648.5515439437795
29,956,Tim Elliott,Flyweight,9,11,0,1525.2221598360572,1539.4108141963145
30,962,Michael Chiesa,Lightweight,13,7,0,1726.6041075300243,1757.1902128568356
31,1009,Gunnar Nelson,Catch Weight,10,6,0,1676.067786509237,1714.0274070972516
32,1017,Robert Whittaker,Welterweight,17,6,0,1833.7270968588173,1878.4182263663208
33,1030,Vinc Pichel,Lightweight,7,4,0,1598.302731296506,1674.7891093819494
34,1039,King Green,Lightweight,14,12,1,1605.3811704437544,1673.429203880472
35,1045,Neil Magny,Welterweight,22,12,0,1689.7137831108885,1778.9481457154116
36,1051,Kyung Ho Kang,Bantamweight,8,6,0,1574.6076160745542,1649.862948561277
37,1057,Ilir Latifi,Light Heavyweight,9,7,0,1591.724437252543,1667.8723868941404
38,1065,Kelvin Gastelum,Middleweight,13,10,0,1669.5560503143488,1767.0198245278166
39,1068,Miesha Tate,Women's Bantamweight,7,6,0,1586.7536604550444,1646.9786948574936
40,1082,Jorge Masvidal,Lightweight,12,10,0,1711.359499817534,1772.6295877467262
41,1086,Ovince Saint Preux,Light Heavyweight,15,13,0,1560.193644349224,1709.8644770049748
42,1090,Kurt Holobaugh,Featherweight,2,6,0,1413.971480366906,1500.0
43,1104,Anthony Smith,Middleweight,13,11,0,1650.3535728704398,1756.4686288761511
44,1111,Jessica Andrade,Women's Bantamweight,17,11,0,1684.6069355319955,1751.1273212480737
45,1113,Germaine de Randamie,Women's Bantamweight,7,3,0,1687.409274692894,1725.733869909964
46,1117,Amanda Nunes,Women's Bantamweight,16,2,0,1928.579756949108,1946.7088342985808
47,1122,Zak Cummings,Welterweight,10,4,0,1686.234755832714,1686.234755832714
48,1141,Andre Fili,Featherweight,13,11,0,1561.284376998899,1617.1704893921335
49,1146,Santiago Ponzinibbio,Welterweight,12,7,0,1684.0548960718531,1780.315448968016
50,1152,Julianna Pena,Women's Bantamweight,8,3,0,1759.59423612932,1759.59423612932
51,1155,Davey Grant,Bantamweight,7,6,0,1589.4765914879008,1596.5958680237254
52,1158,Raquel Pennington,Women's Bantamweight,13,6,0,1706.216441217803,1729.284055111351
53,1163,Drew Dober,Welterweight,13,11,0,1616.966160510071,1683.0884247789006
54,1191,Beneil Dariush,Lightweight,16,6,1,1757.7109264819592,1819.0063141492967
55,1195,Kevin Lee,Lightweight,11,8,0,1651.8009704853748,1770.7960722731202
56,1203,Douglas Silva de Andrade,Featherweight,7,6,0,1564.9018106561764,1596.7848384887084
57,1205,Pedro Munhoz,Bantamweight,12,10,0,1659.9277111147535,1744.2062601618377
58,1206,Aljamain Sterling,Bantamweight,16,5,0,1879.3949476969472,1942.193775719123
59,1207,Cody Gibson,Bantamweight,3,6,0,1434.911642890922,1514.5457013393377
60,1222,Sean Strickland,Middleweight,16,7,0,1775.3930317743657,1792.3859457986127
61,1245,Derrick Lewis,Heavyweight,19,10,0,1728.9101152856356,1818.131322235423
62,1250,Aaron Phillips,Featherweight,0,4,0,1358.7141286507149,1500.0
63,1251,Li Jingliang,Welterweight,11,7,0,1646.0720413253923,1712.3269652196775
64,1260,Warlley Alves,Middleweight,8,8,0,1509.6429735228724,1695.7900477994604
65,1265,Marcos Rogerio de Lima,Heavyweight,11,7,0,1628.945368226943,1630.487175388758
66,1276,Jake Matthews,Lightweight,14,7,0,1661.2898694615026,1667.1888622243816
67,1280,Dan Hooker,Featherweight,14,8,0,1721.0068328709108,1752.6459759812228
68,1284,Diego Ferreira,Lightweight,10,6,0,1679.9126829185138,1754.0685916280906
69,1288,Rob Font,Bantamweight,12,7,0,1730.878066814048,1746.6544079587002
70,1310,Brian Ortega,Featherweight,8,5,0,1733.1563596704982,1780.7190194579712
71,1313,Gilbert Burns,Welterweight,15,8,0,1739.7367822226702,1815.017631705616
72,1328,Colby Covington,Welterweight,12,5,0,1796.8750290599814,1855.632677455648
73,1337,Damon Jackson,Lightweight,6,7,1,1529.2539121734162,1618.144255403491
74,1347,Jan Blachowicz,Light Heavyweight,12,8,1,1776.876429370814,1833.3346434042087
75,1355,Christos Giagos,Lightweight,6,8,0,1461.6206007449362,1556.575851382261
76,1357,Leon Edwards,Welterweight,15,4,0,1908.0769529597364,1981.6956320545155
77,1365,Yair Rodriguez,Featherweight,11,4,0,1782.2089276895726,1851.1123736488064
78,1369,Gabriel Benitez,Featherweight,7,8,0,1467.3249349826517,1613.6034249886045
79,1374,Marlon Vera,Bantamweight,15,9,0,1749.2122312925628,1787.6601957005591
80,1378,Dooho Choi,Featherweight,5,3,1,1595.6941736081349,1643.1097469453755
81,1380,Ashlee Evans-Smith,Women's Bantamweight,3,6,0,1402.3674740222302,1548.4930360142575
82,1381,Carla Esparza,Women's Strawweight,10,6,0,1671.0376892262373,1740.0341719562052
83,1382,Rose Namajunas,Women's Strawweight,11,6,0,1763.2402469380547,1831.8456312659785
84,1383,Jessica Penne,Women's Strawweight,3,6,0,1411.0460979891322,1540.0
85,1389,Joanne Wood,Women's Strawweight,9,8,0,1526.300186043825,1580.0433789699027
86,1391,Tecia Pennington,Women's Strawweight,10,7,0,1600.2824773573625,1658.8612126230391
87,1395,Angela Hill,Women's Strawweight,13,14,0,1558.735959368345,1558.735959368345
88,1398,Bryan Barberena,Lightweight,9,10,0,1531.2312614321402,1639.709568637049
89,1399,Henry Cejudo,Bantamweight,10,5,0,1816.888583236608,1914.8834932217328
90,1402,Renato Moicano,Featherweight,12,6,0,1737.7204921847483,1753.0310352588524
91,1403,Jake Collier,Middleweight,5,9,0,1406.291234593036,1500.0
92,1404,Cody Garbrandt,Bantamweight,9,6,0,1651.7864606358255,1783.9143279376997
93,1405,Jared Cannonier,Heavyweight,11,8,0,1734.989892105612,1766.964095336208
94,1415,Holly Holm,Women's Bantamweight,9,7,0,1608.7753519700177,1687.5603596115384
95,1424,Maryna Moroz,Women's Strawweight,6,6,0,1496.7877101460574,1601.688279157063
96,1432,Taylor Lapilus,Featherweight,6,2,0,1625.442662405034,1625.442662405034
97,1438,Islam Makhachev,Lightweight,16,1,0,2061.93082175515,2061.93082175515
98,1441,Nicolas Dalby,Welterweight,8,4,1,1661.4013569704225,1693.213500629954
99,1442,Elizeu Zaleski dos Santos,Welterweight,11,5,1,1649.2502886036823,1732.7647311745347
100,1447,Arnold Allen,Featherweight,11,2,0,1786.4194751153725,1815.9442598236008
101,1455,Kamaru Usman,Welterweight,15,3,0,1932.827040073187,2045.8264500192809
102,1458,Vicente Luque,Welterweight,16,6,0,1790.4884530296313,1861.875310302
103,1459,Michelle Waterson-Gomez,Women's Strawweight,6,9,0,1461.8038851210445,1626.334156263873
104,1479,Joaquim Silva,Lightweight,6,5,0,1533.4875822103927,1621.0194200597653
105,1485,Matheus Nicolau,Bantamweight,7,4,0,1569.46238776155,1693.9289417324526
106,1497,Danny Roberts,Welterweight,7,7,0,1493.0704392145376,1595.2417461718412
107,1502,Julian Erosa,Lightweight,8,7,0,1570.312369711647,1570.312369711647
108,1507,Karolina Kowalkiewicz,Women's Strawweight,9,9,0,1520.8347295914916,1620.623714308654
109,1508,Valentina Shevchenko,Women's Bantamweight,13,3,1,1866.2533196209847,1899.0508263937809
110,1511,Alex Morono,Welterweight,14,9,0,1582.7284576795942,1696.7242006437452
111,1518,Randy Brown,Welterweight,13,6,0,1720.5727763437276,1745.165369332237
112,1522,Mickey Gall,Welterweight,6,7,0,1449.417625675119,1633.0516891237185
113,1532,Curtis Blaydes,Heavyweight,13,6,0,1779.9188275270722,1821.74301633688
114,1533,Marcin Tybura,Heavyweight,14,8,0,1703.244629768933,1703.244629768933
115,1535,Damir Hadzovic,Lightweight,4,6,0,1466.3588052448335,1583.8955714544925
116,1543,Josh Emmett,Lightweight,10,4,0,1745.2131174225087,1771.974895448453
117,1550,Ion Cutelaba,Light Heavyweight,8,9,1,1534.669820235057,1592.346426470149
118,1552,Belal Muhammad,Welterweight,15,4,0,1874.8192218143936,1874.8192218143936
119,1554,Khalil Rountree Jr.,Light Heavyweight,10,6,0,1656.7371097436,1676.4201840744956
120,1555,Tatiana Suarez,Women's Strawweight,7,1,0,1751.0759960812302,1776.9926686132749
121,1560,Lando Vannata,Lightweight,4,7,2,1465.9286351915086,1538.8838823805131
122,1561,Katlyn Cerminara,Women's Bantamweight,11,6,0,1642.0473882397737,1690.452324352053
123,1564,Devin Clark,Middleweight,8,9,0,1476.421228834134,1550.4590098908973
124,1573,Chase Sherman,Heavyweight,4,11,0,1361.0153497735864,1500.0
125,1577,Max Griffin,Welterweight,8,9,0,1588.3523585711755,1614.3698871975016
126,1578,Marvin Vettori,Middleweight,9,6,1,1681.554982020921,1730.9107730274754
127,1584,Veronica Hardy,Women's Bantamweight,4,5,0,1506.523713909211,1542.147612812983
128,1586,Jack Hermansson,Middleweight,11,6,0,1686.7355175747678,1723.0345348445694
129,1590,Ricky Glenn,Lightweight,4,6,1,1473.348041920506,1584.476539539039
130,1595,Brandon Moreno,Flyweight,10,5,2,1779.784107626978,1831.8405921131791
131,1597,Ketlen Vieira,Women's Bantamweight,8,4,0,1614.6387726581877,1652.861275816274
132,1598,Marc Diakiese,Lightweight,8,7,0,1515.256578939974,1617.484470593994
133,1601,Claudio Puelles,Lightweight,5,3,0,1571.981511455877,1653.5808592814794
134,1602,Alexa Grasso,Women's Strawweight,8,4,1,1717.9838770123995,1737.944153998123
135,1603,Alexander Volkov,Heavyweight,12,5,0,1789.7981794766752,1811.4132034276413
136,1608,Abdul Razak Alhassan,Welterweight,7,7,0,1505.822880967707,1634.9107412132587
137,1612,Alexander Volkanovski,Lightweight,13,3,0,1926.2530931497884,2015.439051002733
138,1613,Tyson Pedro,Light Heavyweight,6,5,0,1536.7192073221893,1594.1444972846282
139,1615,Matt Schnell,Bantamweight,7,7,0,1495.9054613102212,1611.5068081436254
140,1618,Ashley Yoder,Women's Strawweight,3,8,0,1373.3485990070242,1500.0
141,1620,Gerald Meerschaert,Middleweight,12,10,0,1582.0198980422415,1630.714945199133
142,1623,JJ Aldrich,Women's Strawweight,10,6,0,1568.7728551708144,1608.97844854322
143,1626,Paul Craig,Light Heavyweight,9,9,1,1571.4734993115742,1676.9429377663562
144,1627,Irene Aldana,Women's Bantamweight,8,6,0,1643.1761989229633,1669.2121597290354
145,1628,Niko Price,Welterweight,8,10,0,1527.5170568383182,1621.647819669536
146,1629,Drakkar Klose,Lightweight,9,3,0,1674.0570333986657,1716.352126669662
147,1634,Alexandre Pantoja,Flyweight,13,3,0,1835.0951011962304,1835.0951011962304
148,1636,Volkan Oezdemir,Light Heavyweight,8,7,0,1639.6091062670637,1672.5563280620609
149,1638,Ricardo Ramos,Bantamweight,8,6,0,1527.9388617182572,1634.8111562541194
150,1639,Gavin Tucker,Featherweight,4,3,0,1529.7851760212232,1622.1412679466985
151,1641,Aiemann Zahabi,Bantamweight,6,2,0,1663.4337112609562,1663.4337112609562
152,1642,Cynthia Calvillo,Women's Strawweight,6,6,1,1482.7838407658105,1659.9798584799237
153,1646,Paulo Costa,Middleweight,6,4,0,1661.5843994023091,1734.6967565692496
154,1647,Lucie Pudilova,Women's Bantamweight,3,8,0,1373.992448046875,1542.1038821083118
155,1656,Brian Kelleher,Bantamweight,8,9,0,1472.6070754825578,1619.115363301177
156,1657,Deiveson Figueiredo,Flyweight,13,4,1,1822.134434860145,1854.029124511163
157,1665,Ji Yeon Kim,Women's Bantamweight,3,7,0,1378.195550527662,1544.6090524647027
158,1666,Dominick Reyes,Light Heavyweight,8,4,0,1688.8786853007414,1757.7933569467991
159,1667,Jared Gordon,Featherweight,8,7,0,1570.6606645381776,1605.756493537978
160,1669,Justin Gaethje,Lightweight,9,5,0,1811.195939309585,1823.012696765888
161,1672,Cody Stamann,Featherweight,7,7,1,1516.3328793983069,1666.831421823532
162,1674,Trevin Giles,Light Heavyweight,7,7,0,1479.0788036378672,1628.4244660758525
163,1681,Amanda Lemos,Women's Bantamweight,9,4,0,1687.1451030231256,1703.5873892811378
164,1682,Eryk Anders,Middleweight,10,8,0,1595.4330095699638,1600.642562904256
165,1685,Calvin Kattar,Featherweight,7,7,0,1622.742079550816,1725.4218703572278
166,1693,Aleksandar Rakic,Light Heavyweight,6,4,0,1624.5688611760002,1715.3165461300978
167,1698,Alex Reyes,Welterweight,0,3,0,1388.467100114205,1500.0
168,1708,Nasrat Haqparast,Lightweight,10,4,0,1683.1980863376666,1683.1980863376666
169,1714,Jessica-Rose Clark,Women's Flyweight,4,5,0,1421.2440618256728,1578.3353698501603
170,1715,Shane Young,Catch Weight,2,5,0,1393.8463895529012,1549.2216864671095
171,1716,Tai Tuivasa,Heavyweight,8,8,0,1576.2383009906307,1724.3960388986034
172,1720,Muslim Salikhov,Welterweight,8,4,0,1676.3867916741417,1697.63660074357
173,1722,Song Kenan,Welterweight,6,5,0,1512.8648311824395,1610.4027877004726
174,1723,Yan Xiaonan,Women's Strawweight,9,3,0,1693.9164265083673,1693.9164265083673
175,1724,Song Yadong,Featherweight,11,3,1,1779.677902446908,1779.677902446908
176,1730,Sean O'Malley,Bantamweight,10,3,0,1811.3121005675423,1842.0818184323923
177,1734,Montana De La Rosa,Women's Flyweight,6,5,1,1542.163292047616,1634.5752251112217
178,1740,Gillian Robertson,Women's Flyweight,12,6,0,1645.8759471500566,1645.8759471500566
179,1745,Alex Perez,Bantamweight,7,5,0,1603.4970623172037,1688.4234944635778
180,1746,Merab Dvalishvili,Bantamweight,12,2,0,1882.7518701314389,1882.7518701314389
181,1747,Julian Marquez,Middleweight,3,5,0,1392.3409081159652,1578.8122059491084
182,1748,Michal Oleksiejczuk,Light Heavyweight,7,8,0,1531.6681450471951,1614.8392482706672
183,1750,Matt Frevola,Lightweight,5,5,1,1545.7415122819652,1621.9647368212168
184,1752,Julio Arce,Featherweight,6,4,0,1581.025278659583,1581.025278659583
185,1753,Dan Ige,Featherweight,10,8,0,1638.4158329676,1700.5644980002576
186,1755,Cory Sandhagen,Featherweight,10,4,0,1790.7769788195667,1826.838895159177
187,1757,Priscila Cachoeira,Women's Flyweight,5,6,0,1504.9802786034047,1533.0255068034048
188,1758,Polyana Viana,Women's Strawweight,4,6,0,1443.476857519624,1548.0
189,1760,Israel Adesanya,Middleweight,13,5,0,1840.836297131304,1979.5060790466484
190,1763,Geoff Neal,Welterweight,8,4,0,1724.098732861318,1747.932590403536
191,1765,Marcin Prachnio,Light Heavyweight,4,6,0,1438.2496298084243,1500.0
192,1767,Yana Santos,Women's Featherweight,5,5,0,1524.359092926388,1586.6266677539777
193,1768,Mackenzie Dern,Women's Strawweight,10,5,0,1651.4150690883473,1672.6323906534612
194,1769,Alexander Hernandez,Lightweight,8,7,0,1569.1624817216689,1642.648763681975
195,1772,Hakeem Dawodu,Featherweight,6,4,0,1571.7750068001474,1644.829884916922
196,1773,Magomed Ankalaev,Light Heavyweight,13,1,1,1906.789086240169,1906.789086240169
197,1779,Ricky Simon,Bantamweight,9,5,0,1664.067128539126,1740.023659159048
198,1780,Andrea Lee,Women's Flyweight,5,9,0,1437.3493498486237,1614.2013401977429
199,1783,Molly McCann,Women's Flyweight,7,7,0,1468.3245424394331,1594.9469920976785
200,1786,Nathaniel Wood,Bantamweight,9,3,0,1664.6359495903046,1664.6359495903046
201,1789,Petr Yan,Bantamweight,10,4,0,1790.8715417913568,1825.892640274128
202,1793,Brad Katona,Featherweight,4,4,0,1492.0311832923762,1592.62833939233
203,1799,Bryce Mitchell,Featherweight,8,2,0,1682.9321096635013,1706.9414265047074
204,1801,Blagoy Ivanov,Heavyweight,3,5,0,1526.6867348970682,1588.193648860411
205,1802,Said Nurmagomedov,Flyweight,7,3,0,1655.8370101461142,1708.8796012950434
206,1803,Raoni Barcelos,Featherweight,8,4,0,1612.7054514609094,1685.506883201357
207,1804,Jennifer Maia,Women's Flyweight,6,6,0,1566.4197060777483,1599.670549376411
208,1806,Abu Azaitar,Middleweight,1,2,0,1444.9172908379562,1543.0323758966065
209,1812,Kevin Holland,Middleweight,15,10,0,1661.8728192515937,1734.518307313969
210,1813,Montel Jackson,Bantamweight,8,2,0,1717.4891302512503,1717.4891302512503
211,1815,Zhang Weili,Women's Strawweight,10,2,0,1886.909365336272,1886.909365336272
212,1822,Marina Rodriguez,Women's Strawweight,7,5,2,1593.7550433237477,1700.241804021965
213,1823,Ryan Spann,Light Heavyweight,8,6,0,1578.3335798008118,1695.417920855362
214,1825,Mayra Bueno Silva,Women's Flyweight,5,6,1,1512.6856905773484,1620.5173707279805
215,1828,Jalin Turner,Welterweight,7,6,0,1592.8955994501707,1682.2768025393996
216,1829,Jonathan Martinez,Bantamweight,10,5,0,1680.5272879177537,1736.7094906504665
217,1833,Thiago Moises,Lightweight,8,6,0,1606.17387983639,1614.721583944918
218,1834,Maycee Barber,Women's Strawweight,9,2,0,1733.7796691250624,1733.7796691250624
219,1838,Johnny Walker,Light Heavyweight,7,7,0,1596.5505427229757,1679.7855533428674
220,1843,Sergei Pavlovich,Heavyweight,7,3,0,1736.7633987162458,1779.6930796657691
221,1844,Vince Morales,Bantamweight,3,7,0,1420.205109514242,1522.1793005994252
222,1846,Sumudaerji,Bantamweight,3,4,0,1449.727405533394,1563.887885363934
223,1849,Macy Chiasson,Women's Featherweight,8,3,0,1656.0467953404063,1656.0467953404063
224,1850,Pannie Kianzad,Women's Featherweight,5,6,0,1489.337729172914,1582.14338596377
225,1851,Edmen Shahbazyan,Middleweight,7,5,0,1568.2269598081389,1670.9990948937511
226,1857,Julija Stoliarenko,Women's Featherweight,2,6,0,1407.7441117076737,1500.0
227,1858,Roosevelt Roberts,Lightweight,5,5,0,1492.4942397437164,1617.2369971689034
228,1859,Chris Gutierrez,Bantamweight,9,3,1,1700.1284733551222,1721.5296895563472
229,1860,Sodiq Yusuff,Featherweight,6,3,0,1617.335626119252,1700.593463217835
230,1862,Jimmy Crute,Light Heavyweight,4,4,2,1528.986673752703,1641.160846513453
231,1863,Kai Kara-France,Flyweight,8,4,0,1642.7239505228845,1667.0928335740746
232,1864,Damir Ismagulov,Lightweight,5,2,0,1601.8549599502771,1657.922648064647
233,1866,Kyle Nelson,Lightweight,4,5,1,1519.8041051659764,1553.1318965303913
234,1872,Ariane da Silva,Women's Flyweight,6,7,0,1511.1518044414988,1565.132240783042
235,1873,Alonzo Menifield,Light Heavyweight,9,5,1,1621.7829072508894,1679.558992827436
236,1875,Mario Bautista,Bantamweight,9,2,0,1743.6015949278135,1743.6015949278135
237,1878,Anthony Hernandez,Middleweight,8,2,0,1759.4402652336196,1759.4402652336196
238,1879,Taila Santos,Women's Flyweight,4,3,0,1591.4292943118007,1628.6994778671474
239,1880,Jairzinho Rozenstruik,Heavyweight,9,6,0,1676.014252656919,1723.5710777122256
240,1887,Kron Gracie,Featherweight,1,3,0,1451.7577571794247,1552.268996438716
241,1889,Ismail Naurdiev,Welterweight,3,2,0,1568.250034301686,1568.250034301686
242,1890,Joel Alvarez,Lightweight,7,2,0,1722.3398873364245,1722.3398873364245
243,1892,Grant Dawson,Featherweight,11,1,1,1795.27869600442,1795.27869600442
244,1898,Kennedy Nzechukwu,Light Heavyweight,8,5,0,1609.8585405919027,1623.320945567059
245,1904,Arman Tsarukyan,Lightweight,9,2,0,1808.3921791165408,1808.3921791165408
246,1906,Movsar Evloev,Featherweight,9,0,0,1820.8777897863324,1820.8777897863324
247,1907,SeungWoo Choi,Featherweight,4,7,0,1404.4682529299278,1549.324675577835
