id,fighter_id,name,weightclass,wins,losses,draws,currentElo,maxElo
504,2305,Denise Gomes,Women's Strawweight,4,2,0,1596.1736707755388,1596.1736707755388
505,2306,Daniel Zellhuber,Lightweight,3,2,0,1544.8004837009453,1583.4081306739406
506,2308,Chelsea Chandler,Catch Weight,2,2,0,1514.791492331527,1559.3921144333124
507,2309,Lucas Alexander,Featherweight,1,3,0,1402.7030787580647,1500.0
508,2310,Waldo Cortes-Acosta,Heavyweight,6,1,0,1667.576980081452,1667.576980081452
509,2313,Tamires Vidal,Women's Bantamweight,1,3,0,1410.120035812358,1541.7805129360718
510,2314,Tereza Bleda,Women's Flyweight,1,1,0,1494.61924443027,1500.0
511,2315,Francis Marshall,Featherweight,2,3,0,1462.476250308854,1540.555727981261
512,2316,Raul Rosas Jr.,Bantamweight,4,1,0,1609.9975706994055,1609.9975706994055
513,2317,Erik Silva,Featherweight,0,2,0,1415.3639283539198,1500.0
514,2318,Cameron Saaiman,Bantamweight,3,2,0,1530.7875086644842,1624.6344775256864
515,2320,Alessandro Costa,Flyweight,2,2,0,1525.7468951584688,1525.7468951584688
516,2321,Mateus Mendonca,Bantamweight,0,3,0,1398.4098813403905,1500.0
517,2322,Claudio Ribeiro,Middleweight,1,3,0,1418.9092973788277,1500.8784864208778
518,2323,Mateusz Rebecki,Lightweight,4,1,0,1625.3980527703743,1630.6074662274552
519,2324,Nick Fiore,Lightweight,0,2,0,1424.4893096313106,1500.0
520,2325,Nick Aguirre,Featherweight,0,2,0,1413.8628777127212,1500.0
521,2326,Brunno Ferreira,Middleweight,4,2,0,1581.0603053970565,1592.523996842467
522,2327,Melquizael Costa,Lightweight,3,2,0,1566.1344160348028,1566.1344160348028
523,2328,Gabriel Bonfim,Welterweight,4,1,0,1646.067755321044,1646.067755321044
524,2329,Luan Lacerda,Bantamweight,0,2,0,1420.1083981619877,1500.0
525,2330,Ismael Bonfim,Lightweight,2,2,0,1519.3025421974412,1564.3621240552136
526,2331,Daniel Marcos,Bantamweight,5,0,0,1688.0784043291435,1688.0784043291435
527,2332,Yusaku Kinoshita,Welterweight,0,2,0,1402.1596276238442,1500.0
528,2333,Anshul Jubli,Lightweight,1,2,0,1453.3852958650411,1570.0
529,2334,Jeka Saragih,Lightweight,1,2,0,1448.5084045682756,1504.228491682923
530,2335,JeongYeong Lee,Featherweight,2,1,0,1536.836732760654,1590.5931080536575
531,2336,Yizha,Featherweight,0,2,0,1417.7741028314922,1500.0
532,2337,Rinya Nakamura,Bantamweight,3,1,0,1570.291565527768,1620.3400517922355
533,2338,Toshiomi Kazama,Bantamweight,1,2,0,1453.1805248686064,1500.0
534,2339,HyunSung Park,Flyweight,2,0,0,1599.2773857115424,1599.2773857115424
535,2341,Jesus Aguilar,Flyweight,3,2,0,1538.4628893732438,1578.7727761108638
536,2342,Shannon Ross,Flyweight,0,3,0,1366.932999324598,1500.0
537,2343,Francisco Prado,Lightweight,1,3,0,1466.5959801624024,1522.5277884398004
538,2344,Jack Jenkins,Featherweight,3,2,0,1507.8654666850807,1572.1881112958476
539,2345,Blake Bilder,Featherweight,1,2,0,1454.1041775115928,1536.0566140992844
540,2346,Elves Brener,Lightweight,3,2,0,1548.157246931706,1633.8960566786684
541,2347,Jamal Pogues,Heavyweight,2,2,0,1489.0542404250004,1538.4714688583358
542,2348,Nazim Sadykhov,Lightweight,3,0,1,1627.6592573285695,1627.6592573285695
543,2350,Themba Gorimbo,Welterweight,4,2,0,1575.4154559272938,1602.626785832495
544,2351,Clayton Carpenter,Flyweight,2,1,0,1550.961775553807,1585.5594309218477
545,2352,Trevor Peek,Lightweight,2,3,0,1465.2087607295834,1541.6579103819151
546,2353,Gabriella Fernandes,Women's Flyweight,2,2,0,1519.4696282764437,1519.4696282764437
547,2354,Victor Martinez,Lightweight,0,2,0,1404.5862719194097,1500.0
548,2355,Carl Deaton,Lightweight,0,2,0,1422.551856022229,1500.0
549,2356,Nurullo Aliev,Lightweight,2,0,0,1582.6808908729208,1582.6808908729208
550,2357,Bo Nickal,Middleweight,4,0,0,1655.538571627372,1655.538571627372
551,2358,Farid Basharat,Bantamweight,4,0,0,1652.02459810114,1652.02459810114
552,2359,Loik Radzhabov,Lightweight,2,2,0,1503.101832093599,1540.0
553,2360,Esteban Ribovics,Lightweight,3,2,0,1568.352607480375,1597.877688180113
554,2361,Vitor Petrino,Light Heavyweight,4,2,0,1558.1825831995288,1648.0275425141128
555,2362,Karl Williams,Heavyweight,3,1,0,1551.7888600295855,1593.5567771788387
556,2363,Sedriques Dumas,Middleweight,3,2,0,1505.6218438011983,1521.6914501448505
557,2364,Chris Duncan,Lightweight,4,1,0,1610.343171695744,1610.343171695744
558,2365,Yanal Ashmouz,Lightweight,2,1,0,1546.5555105107226,1550.0
559,2366,Sam Patterson,Lightweight,3,1,0,1589.8840475132984,1589.8840475132984
560,2367,Jafel Filho,Flyweight,2,1,0,1558.3485178222884,1558.3485178222884
561,2368,Gabriel Santos,Featherweight,2,2,0,1526.5655520773073,1526.5655520773073
562,2369,Christian Leroy Duncan,Middleweight,4,2,0,1587.2126521561984,1587.2126521561984
563,2370,Vinicius Salvador,Flyweight,0,3,0,1395.9616085335608,1500.0
564,2371,Jaqueline Amorim,Women's Strawweight,3,1,0,1610.6080587985584,1610.6080587985584
565,2372,Bruna Brasil,Women's Strawweight,2,3,0,1469.313998469484,1507.6099146349177
566,2373,Gaston Bolanos,Bantamweight,2,1,0,1522.6785522765197,1527.0972838569144
567,2374,Junior Tafa,Heavyweight,2,3,0,1485.1467617200497,1519.9678725394986
568,2375,Fernando Padilla,Featherweight,2,2,0,1512.8453949664915,1553.261974363014
569,2376,Trey Waters,Welterweight,2,0,0,1584.036727850358,1584.036727850358
570,2377,Irina Alekseeva,Women's Bantamweight,1,1,0,1509.7318709177057,1554.836742093037
571,2378,Marcus McGhee,Catch Weight,4,0,0,1660.0962610758752,1660.0962610758752
572,2379,Jamey-Lyn Horth,Women's Bantamweight,2,2,0,1503.7192143956345,1540.0
573,2380,Hailey Cowan,Women's Bantamweight,0,1,0,1460.0,1500.0
574,2381,Diego Lopes,Featherweight,5,1,0,1733.6586492772435,1733.6586492772435
575,2382,Rolando Bedoya,Welterweight,0,3,0,1404.5026157630848,1500.0
576,2383,Braxton Smith,Heavyweight,0,1,0,1446.030340606792,1500.0
577,2384,Ikram Aliskerov,Middleweight,2,1,0,1581.9621840299924,1607.3185207629206
578,2385,Tainara Lisboa,Women's Bantamweight,2,0,0,1577.297712149545,1577.297712149545
579,2386,Jesse Butler,Lightweight,0,2,0,1431.7938872498587,1500.0
580,2387,Ketlen Souza,Women's Flyweight,2,2,0,1510.8901493953438,1549.0558844303018
581,2388,Muin Gafurov,Bantamweight,2,2,0,1542.3653458226322,1542.3653458226322
582,2389,Muhammad Naimov,Lightweight,4,1,0,1603.9179208086775,1640.0251763974636
583,2390,Steve Erceg,Flyweight,3,2,0,1559.9933551087452,1626.6142507423428
584,2391,Austen Lane,Heavyweight,2,3,0,1440.3478650341542,1542.556006761975
585,2392,Joshua Van,Flyweight,6,1,0,1640.170694979511,1640.170694979511
586,2393,Chepe Mariscal,Lightweight,5,0,0,1685.8043160225998,1685.8043160225998
587,2394,Nursulton Ruziboev,Middleweight,3,1,0,1611.7834289996508,1611.7834289996508
588,2395,Westin Wilson,Featherweight,1,2,0,1469.0593145932864,1500.0
589,2396,Ivana Petrovic,Women's Flyweight,1,2,0,1454.3962580150276,1500.0
590,2397,Val Woodburn,Middleweight,0,2,0,1420.414239344948,1500.0
591,2398,Edgar Chairez,Catch Weight,2,2,0,1489.7165711367577,1524.20089663186
592,2399,Terrence Mitchell,Bantamweight,0,2,0,1414.9532884765024,1500.0
593,2400,Bassil Hafez,Welterweight,1,2,0,1481.546932530631,1524.373069123572
594,2401,Viktoriia Dudakova,Women's Strawweight,2,2,0,1460.271248554726,1559.3231880147966
595,2402,Azat Maksum,Flyweight,1,1,0,1491.5116576095097,1541.4475731270038
596,2403,Jonny Parsons,Welterweight,1,0,0,1553.7417987737156,1553.7417987737156
597,2404,Mick Parkin,Heavyweight,4,1,0,1616.5020482248058,1648.7212089679556
598,2405,Shauna Bannon,Women's Strawweight,2,1,0,1548.028937652731,1548.028937652731
599,2406,Daniel Barez,Flyweight,1,2,0,1454.697424632424,1500.0
600,2407,Darrius Flowers,Welterweight,0,3,0,1388.9769660954814,1500.0
601,2408,Dennis Buzukja,Featherweight,1,3,0,1435.23554241142,1500.0
602,2409,Asu Almabayev,Flyweight,4,1,0,1602.7545157436014,1651.442945434757
603,2410,Isaac Dulgarian,Featherweight,2,1,0,1556.0916129398245,1556.0916129398245
604,2411,Jose Johnson,Bantamweight,1,3,0,1429.6814491776668,1506.066997593823
605,2412,Luana Santos,Women's Flyweight,3,1,0,1572.6899549165878,1616.412453248974
606,2413,Billy Ray Goff,Welterweight,1,1,0,1504.8907815324385,1543.7249104993905
607,2414,Bogdan Guskov,Light Heavyweight,3,1,0,1607.6479498604515,1607.6479498604515
608,2415,Yanis Ghemmouri,Featherweight,0,2,0,1424.5981117786284,1500.0
609,2416,Morgan Charriere,Featherweight,2,2,0,1533.5121107632283,1562.1328499650297
610,2417,Manolo Zecchini,Featherweight,0,1,0,1450.0,1500.0
611,2418,Caolan Loughran,Bantamweight,2,2,0,1514.5695487872488,1514.5695487872488
612,2419,Nora Cornolle,Women's Bantamweight,2,1,0,1554.8466699105038,1595.566097997155
613,2420,Jacqueline Cavalcanti,Catch Weight,4,0,0,1638.621687957517,1638.621687957517
614,2421,Felipe dos Santos,Flyweight,1,3,0,1449.701958605787,1511.6109679199972
615,2422,Landon Quinones,Lightweight,0,2,0,1433.291113433813,1500.0
616,2423,Charles Radtke,Welterweight,3,1,0,1571.915702127564,1576.911724142967
617,2424,Kevin Jousset,Welterweight,2,2,0,1505.561132920172,1586.807778527185
618,2425,Kiefer Crosbie,Welterweight,0,2,0,1410.01834253792,1500.0
619,2426,Charlie Campbell,Lightweight,2,0,0,1583.7229998146397,1583.7229998146397
620,2427,Josefine Knutsson,Women's Strawweight,2,1,0,1527.0935024837245,1574.5296925665411
621,2428,Marnic Mann,Women's Strawweight,0,2,0,1420.7112471834748,1500.0
622,2429,Montserrat Rendon,Women's Bantamweight,1,1,0,1500.787370773359,1544.787106049558
623,2430,Ravena Oliveira,Women's Bantamweight,0,1,0,1464.9381835937172,1500.0
624,2431,Brendon Marotte,Lightweight,0,2,0,1413.194318436748,1500.0
625,2432,Melissa Mullins,Women's Bantamweight,2,1,0,1545.5952408507874,1546.2614063336732
626,2433,Mohammad Yahya,Lightweight,0,2,0,1410.6459932291718,1500.0
627,2434,Shara Magomedov,Middleweight,4,1,0,1617.5201896403066,1665.648401985106
628,2435,Kaynan Kruschewsky,Catch Weight,0,2,0,1414.6244810673215,1500.0
629,2436,Eduarda Moura,Women's Strawweight,2,1,0,1544.9355019961768,1544.9355019961768
630,2437,Kaue Fernandes,Lightweight,2,1,0,1545.799283500963,1545.799283500963
631,2438,Kevin Borjas,Flyweight,0,2,0,1415.9870886623485,1500.0
632,2439,Payton Talbott,Bantamweight,3,1,0,1587.5723866514982,1629.899109454521
633,2440,Myktybek Orolbai,Welterweight,2,1,0,1566.5696971780649,1606.6753934478563
634,2441,Caio Machado,Heavyweight,0,3,0,1393.0449007573552,1500.0
635,2442,Rafael Estevam,Flyweight,2,0,0,1580.646705480623,1580.646705480623
636,2443,Zachary Reese,Middleweight,2,2,0,1486.8619417948355,1537.8800528759507
637,2444,Rodolfo Bellato,Light Heavyweight,1,0,1,1545.543627769662,1547.8676390414134
638,2445,Talita Alencar,Women's Strawweight,1,1,0,1496.5296925665411,1540.0
639,2446,Rayanne dos Santos,Women's Strawweight,0,2,0,1425.4703074334589,1500.0
640,2447,Shamil Gaziev,Heavyweight,3,1,0,1606.8232020132148,1606.8232020132148
641,2448,Jean Silva,Featherweight,4,0,0,1687.2708661506028,1687.2708661506028
642,2449,Tom Nolan,Lightweight,3,1,0,1559.1932186464114,1559.1932186464114
643,2450,Felipe Bunes,Flyweight,1,1,0,1506.3009132974755,1506.3009132974755
644,2451,Ramon Taveras,Bantamweight,1,1,0,1503.6177967064218,1540.0
645,2452,Serhiy Sidey,Bantamweight,1,1,0,1503.2609499966063,1503.2609499966063
646,2453,MarQuel Mederos,Lightweight,1,0,0,1536.417368901651,1536.417368901651
647,2454,Thomas Petersen,Heavyweight,1,2,0,1467.9971771632934,1509.9503101087123
648,2455,Robert Bryczek,Middleweight,0,1,0,1452.7622054827132,1500.0
649,2456,Carlos Prates,Welterweight,4,0,0,1715.8697173116047,1715.8697173116047
650,2457,Bolaji Oki,Lightweight,1,1,0,1492.1850712613325,1540.0
651,2458,Timmy Cuamba,Lightweight,0,2,0,1422.171265542845,1500.0
652,2459,Hyder Amil,Featherweight,3,0,0,1638.2214529291307,1638.2214529291307
653,2460,Carlos Vera,Bantamweight,1,1,0,1520.6895977259237,1520.6895977259237
654,2461,Zhang Mingyang,Light Heavyweight,2,0,0,1593.4258768421462,1593.4258768421462
655,2462,Brendson Ribeiro,Light Heavyweight,2,2,0,1505.9739535573565,1505.9739535573565
656,2463,Danny Barlow,Welterweight,2,1,0,1530.6184001229603,1583.5666815376708
657,2464,Oban Elliott,Welterweight,3,0,0,1614.799662063088,1614.799662063088
658,2465,Ronaldo Rodriguez,Flyweight,2,0,0,1566.732899827532,1566.732899827532
659,2466,Bekzat Almakhan,Bantamweight,0,1,0,1479.6875509692811,1500.0
660,2467,Vinicius Oliveira,Bantamweight,3,0,0,1649.569276354258,1649.569276354258
661,2468,Benardo Sopaj,Bantamweight,1,1,0,1492.592565458987,1500.0
662,2469,AJ Cunningham,Lightweight,0,2,0,1428.5315110778492,1500.0
663,2470,Abdul-Kareem Al-Selwady,Lightweight,0,1,0,1448.964068408571,1500.0
664,2471,Michael Page,Welterweight,2,1,0,1594.6444886844718,1594.6444886844718
665,2472,Robelis Despaigne,Heavyweight,1,2,0,1462.9607041892484,1541.290518784415
666,2473,Danny Silva,Featherweight,2,0,0,1581.0148337389492,1581.0148337389492
667,2474,Mitch Ramirez,Lightweight,0,1,0,1458.414739968582,1500.0
668,2475,Charalampos Grigoriou,Bantamweight,0,2,0,1402.053696438766,1500.0
669,2476,Luis Pajuelo,Featherweight,0,1,0,1452.4607420401005,1500.0
670,2477,Steven Nguyen,Featherweight,0,1,0,1450.738908726453,1500.0
671,2478,Daria Zhelezniakova,Women's Bantamweight,1,1,0,1499.4994936913688,1545.1279336166142
672,2479,Andre Lima,Flyweight,4,0,0,1638.6751761938408,1638.6751761938408
673,2480,Igor Severino,Flyweight,0,1,0,1460.0,1500.0
674,2481,Connor Matthews,Featherweight,0,2,0,1398.2854659866305,1500.0
675,2482,Ibo Aslan,Light Heavyweight,2,1,0,1527.5691872155237,1582.626923903133
676,2483,Angel Pacheco,Bantamweight,0,1,0,1456.435577545462,1500.0
677,2484,Valter Walker,Heavyweight,2,1,0,1546.740814447474,1546.740814447474
678,2485,Victor Hugo,Bantamweight,1,1,0,1510.2259819491987,1540.0
679,2486,Pedro Falcao,Bantamweight,0,1,0,1460.0,1500.0
680,2487,Jean Matsumoto,Bantamweight,2,1,0,1567.7954776871554,1592.823194551053
681,2488,Cesar Almeida,Middleweight,3,1,0,1592.1618772487636,1592.1618772487636
682,2489,Dylan Budka,Middleweight,0,3,0,1390.655795479091,1500.0
683,2490,Kayla Harrison,Women's Bantamweight,2,0,0,1612.9536952742412,1612.9536952742412
684,2491,Jhonata Diniz,Heavyweight,2,1,0,1551.7538123012555,1592.560640368689
685,2492,Chris Padilla,Lightweight,3,0,0,1616.1001249094431,1616.1001249094431
686,2493,James Llontop,Lightweight,0,3,0,1392.9950559094862,1500.0
687,2494,Mauricio Ruffy,Lightweight,3,0,0,1631.61536952605,1631.61536952605
688,2495,Dione Barbosa,Women's Flyweight,1,1,0,1508.396066812575,1540.0
689,2496,Ernesta Kareckaite,Women's Flyweight,1,1,0,1503.4703074334589,1503.4703074334589
690,2497,Oumar Sy,Light Heavyweight,2,0,0,1585.5593330198062,1585.5593330198062
691,2498,Tuco Tokkos,Light Heavyweight,0,2,0,1418.354028566926,1500.0
692,2499,Mitch Raposo,Flyweight,0,1,0,1464.5849307009837,1500.0
693,2500,Puja Tomar,Women's Strawweight,1,1,0,1484.2254395974085,1535.4150692990163
694,2501,Carli Judice,Women's Flyweight,1,1,0,1505.4318711633437,1505.4318711633437
695,2502,Julia Polastri,Women's Strawweight,1,1,0,1510.0248498605015,1510.0248498605015
696,2503,Antonio Trocoli,Middleweight,0,2,0,1410.6642869556713,1500.0
697,2504,Felipe Lima,Featherweight,2,0,0,1604.7034695531445,1604.7034695531445
698,2505,Magomed Gadzhiyasulov,Light Heavyweight,1,1,0,1491.4470956552805,1534.2829506073294
699,2506,ChangHo Lee,Bantamweight,1,0,0,1540.0,1540.0
700,2507,Xiao Long,Bantamweight,1,1,0,1511.1936364977073,1511.1936364977073
701,2508,Rei Tsuruya,Flyweight,1,1,0,1507.8779649074877,1538.6128929120407
702,2509,Fatima Kline,Women's Flyweight,1,1,0,1523.266245308955,1523.266245308955
703,2510,Alice Ardelean,Women's Strawweight,0,2,0,1415.6019921128616,1500.0
704,2511,Jordan Vucenic,Lightweight,0,2,0,1422.4448373075568,1500.0
705,2512,Nikolay Veretennikov,Welterweight,0,2,0,1420.568761224677,1500.0
706,2513,Quang Le,Bantamweight,0,2,0,1428.3692520741083,1500.0
707,2514,Stephanie Luciano,Women's Strawweight,1,1,0,1501.7000633733876,1544.5849307009837
708,2515,Stewart Nicoll,Flyweight,0,1,0,1456.332565803707,1500.0
709,2516,Ryan Loder,Middleweight,1,0,0,1550.0,1550.0
710,2517,Robert Valentin,Middleweight,0,1,0,1450.0,1500.0
711,2518,Mairon Santos,Featherweight,2,0,0,1582.61261716419,1582.61261716419
712,2519,Kaan Ofli,Featherweight,0,2,0,1425.0329490559477,1500.0
713,2520,Jose Daniel Medina,Middleweight,0,1,0,1459.984494722273,1500.0
714,2521,Wang Cong,Women's Flyweight,2,1,0,1525.8454067471905,1540.591450651591
715,2522,Nathan Fletcher,Featherweight,1,1,0,1500.3173287938098,1548.0
716,2523,Zygimantas Ramaska,Featherweight,0,1,0,1452.0,1500.0
717,2524,Ivan Erslan,Light Heavyweight,0,1,0,1456.814969731234,1500.0
718,2525,Ramazan Temirov,Flyweight,2,0,0,1593.1787648158956,1593.1787648158956
719,2526,Sean Sharaf,Heavyweight,0,1,0,1442.2929935485636,1500.0
720,2527,Cody Haddon,Bantamweight,1,0,0,1543.9872308569263,1543.9872308569263
721,2528,Lucas Rocha,Flyweight,0,1,0,1456.971539521355,1500.0
722,2529,Cameron Smotherman,Bantamweight,1,0,0,1541.4466298765276,1541.4466298765276
723,2530,Rafael Cerqueira,Light Heavyweight,0,2,0,1411.8814999342362,1500.0
724,2531,Carlos Leal,Welterweight,1,1,0,1543.6159956739689,1543.6159956739689
725,2532,Reinier de Ridder,Middleweight,2,0,0,1620.0109152094974,1620.0109152094974
726,2533,Cortavious Romious,Bantamweight,0,1,0,1458.0212479953498,1500.0
727,2534,Mansur Abdul-Malik,Middleweight,2,0,0,1588.6916345130517,1588.6916345130517
728,2535,Zachary Scroggin,Welterweight,0,1,0,1468.1760769356429,1500.0
729,2536,Klaudia Sygula,Women's Bantamweight,0,1,0,1449.6891495475966,1500.0
730,2537,Roberto Romero,Lightweight,0,1,0,1470.9105209761992,1500.0
731,2538,Ozzy Diaz,Light Heavyweight,1,1,0,1499.661112465643,1500.0
732,2539,SuYoung You,Bantamweight,2,0,0,1570.0213480412542,1570.0213480412542
733,2540,Baergeng Jieleyisi,Bantamweight,0,1,0,1460.0,1500.0
734,2541,DongHun Choi,Flyweight,1,0,0,1550.0,1550.0
735,2542,Kiru Sahota,Flyweight,0,1,0,1450.0,1500.0
736,2543,Shi Ming,Women's Strawweight,1,0,0,1550.0,1550.0
737,2544,Feng Xiaocan,Women's Strawweight,0,1,0,1450.0,1500.0
738,2545,Nyamjargal Tumendemberel,Flyweight,0,1,0,1454.6437728498836,1500.0
739,2546,Lone'er Kavanagh,Flyweight,2,0,0,1572.3766952156764,1572.3766952156764
740,2547,Jose Ochoa,Flyweight,0,1,0,1460.0,1500.0
741,2548,Kai Asakura,Flyweight,0,1,0,1480.8727193491177,1500.0
742,2549,Navajo Stirling,Light Heavyweight,1,0,0,1534.5086886493066,1534.5086886493066
743,2550,Austin Bashi,Featherweight,0,1,0,1469.041840593386,1500.0
744,2551,Marco Tulio,Middleweight,1,0,0,1542.0169836442894,1542.0169836442894
745,2552,Jacobe Smith,Welterweight,1,0,0,1548.206284518133,1548.206284518133
746,2553,Nicolle Caliari,Women's Flyweight,0,1,0,1455.4150692990163,1500.0
747,2554,Bruno Lopes,Light Heavyweight,1,0,0,1543.9342102072296,1543.9342102072296
748,2555,Azamat Bekoev,Middleweight,1,0,0,1554.3439038714755,1554.3439038714755
749,2556,Billy Elekana,Light Heavyweight,0,1,0,1459.952151805121,1500.0
750,2557,Bogdan Grad,Featherweight,1,0,0,1543.581796696331,1543.581796696331
751,2558,Tallison Teixeira,Heavyweight,1,0,0,1550.5254877055145,1550.5254877055145
752,2559,Aleksandre Topuria,Bantamweight,1,0,0,1540.0,1540.0
753,2560,Colby Thicknesse,Bantamweight,0,1,0,1460.0,1500.0
754,2561,Kody Steele,Lightweight,0,1,0,1451.4320893078802,1500.0
755,2562,Jonathan Micallef,Welterweight,1,0,0,1545.445968306358,1545.445968306358
756,2563,Quillan Salkilld,Lightweight,1,0,0,1550.1790725486871,1550.1790725486871
757,2564,Jose Delgado,Featherweight,1,0,0,1543.237471986703,1543.237471986703
758,2565,Elijah Smith,Bantamweight,1,0,0,1533.8849844450494,1533.8849844450494
759,2566,Julius Walker,Light Heavyweight,0,1,0,1471.553608300227,1500.0
760,2567,Nick Klein,Middleweight,0,1,0,1455.115746725735,1500.0
761,2568,Austin Vanderford,Catch Weight,1,0,0,1546.0678238497037,1546.0678238497037
762,2569,Eric McConico,Middleweight,0,1,0,1458.2147939266033,1500.0
763,2570,Mario Pinto,Heavyweight,1,0,0,1548.2478059999842,1548.2478059999842
764,2571,Djorden Santos,Middleweight,0,1,0,1454.9291660790025,1500.0
765,2572,Diyar Nurgozhay,Light Heavyweight,0,1,0,1447.0008534690276,1500.0
766,2573,Kevin Vallejos,Featherweight,1,0,0,1543.0794214886985,1543.0794214886985
767,2574,Josias Musasa,Bantamweight,0,1,0,1448.597177233093,1500.0
768,2575,Yuneisy Duben,Women's Flyweight,0,1,0,1444.3916841515452,1500.0
769,2576,Alexia Thainara,Women's Strawweight,1,0,0,1548.414986756562,1548.414986756562
770,2577,Andrey Pulyaev,Middleweight,0,1,0,1466.6163722814638,1500.0
