id,fighter_id,name,weightclass,wins,losses,draws,currentElo,maxElo,scaled_z_score_composite,currentCombinedScore
0,229,Andrei Arlovski,Heavyweight,24,18,0,1546.225192219299,1822.172806511661,1713.761287285642,1604.862825492519
1,268,Robbie Lawler,Welterweight,15,10,0,1726.9283703813562,1837.5151598006803,1843.0536411612263,1767.5722151543107
2,408,Ed Herman,Middleweight,13,13,0,1545.158018890083,1611.5416754652774,1821.42342932566,1641.8509125425348
3,457,Clay Guida,Lightweight,18,19,0,1516.7010812441413,1678.738031945633,1721.7528823124858,1588.4692116180618
4,581,Matt Brown,Welterweight,17,13,0,1645.074721215023,1729.876447354755,1865.038083184078,1722.0618979041922
5,596,Jon Jones,Light Heavyweight,22,2,0,2098.4185824643887,2098.4185824643887,1802.6876732967332,1994.9127642557091
6,607,Jim Miller,Lightweight,28,17,0,1708.9591844208733,1778.9147331369509,1887.6895335003185,1771.5148065986791
7,612,Rafael Dos Anjos,Lightweight,21,15,0,1707.9586485445263,1849.011405720356,1778.930254315659,1732.798710564423
8,723,Darren Elkins,Lightweight,19,10,0,1664.9065192630555,1746.1888887149978,1766.7298439819322,1700.5446829146622
9,735,Court McGee,Middleweight,11,12,0,1503.8015947069728,1630.6426473118556,1704.1315152927014,1573.9170669119776
10,740,Brad Tavares,Middleweight,15,10,0,1595.4710718869358,1703.7439081366715,1642.4519798645026,1611.9143896790843
11,750,Charles Oliveira,Lightweight,23,11,0,1873.667971526327,1897.7305011573592,1881.3867669491392,1876.3695499243113
12,773,Edson Barboza,Lightweight,18,12,0,1679.4959955990216,1751.6020972508145,1813.112105161931,1726.26163394604
13,777,Michael Johnson,Lightweight,15,15,0,1561.5956353668598,1677.9140063308475,1722.776670080299,1618.0089975165636
14,791,John Makdessi,Lightweight,11,9,0,1553.441488812619,1607.2660779665907,1675.872911672041,1596.2924868134166
15,792,Dustin Poirier,Featherweight,22,9,0,1841.5376781084688,1890.49885190834,1925.196205642254,1870.8181627452936
16,796,Rani Yahya,Featherweight,14,6,1,1628.9637659303148,1704.3179557345209,1809.8873008258245,1692.2870031437433
17,812,Chris Weidman,Middleweight,12,8,0,1679.8751952251955,1979.6315954329168,1751.0626967725975,1704.790820766786
18,827,Chan Sung Jung,Featherweight,7,5,0,1688.7405048100925,1735.9604069679535,1840.17434417994,1741.7423485895392
19,829,Alex Caceres,Featherweight,17,13,0,1598.663871439802,1634.250443058279,1755.800124289114,1653.6615599370612
20,832,Jose Aldo,Featherweight,14,8,0,1782.205273551233,1910.9877010772063,1723.416809924498,1761.6293112818757
21,838,Tony Ferguson,Welterweight,15,9,0,1667.9941195877868,1942.314109910704,1851.5677796964087,1732.2449006258043
22,881,Stipe Miocic,Heavyweight,14,5,0,1942.726219067099,2010.385252303363,1836.7881196288213,1905.6478842637016
23,886,Dustin Jacoby,Middleweight,8,6,1,1604.864964479718,1656.9744173285858,1794.0756123703131,1671.0886912414262
24,893,Cub Swanson,Featherweight,15,10,0,1650.3694593989408,1734.292758882077,1848.7886075337467,1719.8161612461229
25,924,Daniel Pineda,Featherweight,5,9,0,1456.7481823139797,1599.1888210274967,1766.195401473264,1565.0547090197292
26,929,Max Holloway,Featherweight,22,8,0,1926.7158044441023,1962.753042000792,1824.8628431408972,1891.0672679879806
27,932,Stephen Thompson,Welterweight,12,8,1,1686.1715183700085,1792.7813041054894,1670.8197152696878,1680.7983872848963
28,936,Tim Means,Lightweight,15,15,0,1513.0619060784202,1648.5515439437795,1826.7984194547485,1622.8696857601349
29,956,Tim Elliott,Flyweight,9,11,0,1525.2221598360572,1539.4108141963145,1778.229472031933,1613.7747191046137
30,962,Michael Chiesa,Lightweight,13,7,0,1726.6041075300243,1757.1902128568356,1730.95016614984,1728.1252280469598
31,1009,Gunnar Nelson,Catch Weight,10,6,0,1676.067786509237,1714.0274070972516,1828.36612512565,1729.3722050249814
32,1017,Robert Whittaker,Welterweight,17,6,0,1833.7270968588173,1878.4182263663208,1704.3026182781018,1788.4285293555668
33,1030,Vinc Pichel,Lightweight,7,4,0,1598.302731296506,1674.7891093819494,1812.8376744714983,1673.3899614077532
34,1039,King Green,Lightweight,14,12,1,1605.3811704437544,1673.429203880472,1814.2826592987385,1678.4966915429989
35,1045,Neil Magny,Welterweight,22,12,0,1689.7137831108885,1778.9481457154116,1768.7342063692874,1717.3709312513283
36,1051,Kyung Ho Kang,Bantamweight,8,6,0,1574.6076160745542,1649.862948561277,1848.0660708862763,1670.3180752586568
37,1057,Ilir Latifi,Light Heavyweight,9,7,0,1591.724437252543,1667.8723868941404,1660.7463644003974,1615.882111754292
38,1065,Kelvin Gastelum,Middleweight,13,10,0,1669.5560503143488,1767.0198245278166,1705.3493381143871,1682.0837010443624
39,1068,Miesha Tate,Women's Bantamweight,7,6,0,1586.7536604550444,1646.9786948574936,1713.7738251600058,1631.210718101781
40,1082,Jorge Masvidal,Lightweight,12,10,0,1711.359499817534,1772.6295877467262,1716.0697215398309,1713.008077420338
41,1086,Ovince Saint Preux,Light Heavyweight,15,13,0,1560.193644349224,1709.8644770049748,1747.5076472132307,1625.7535453516264
42,1090,Kurt Holobaugh,Featherweight,2,6,0,1413.971480366906,1500.0,1929.0219452125737,1594.2391430628895
43,1104,Anthony Smith,Middleweight,13,11,0,1650.3535728704398,1756.4686288761511,1839.361531326524,1716.5063583300694
44,1111,Jessica Andrade,Women's Bantamweight,17,11,0,1684.6069355319955,1751.1273212480737,2086.3006067095,1825.1997204441218
45,1113,Germaine de Randamie,Women's Bantamweight,7,3,0,1687.409274692894,1725.733869909964,1736.8169274044797,1704.701953141949
46,1117,Amanda Nunes,Women's Bantamweight,16,2,0,1928.579756949108,1946.7088342985808,1938.4848586341789,1932.0465425388827
47,1122,Zak Cummings,Welterweight,10,4,0,1686.234755832714,1686.234755832714,1708.2750617410177,1693.9488629006205
48,1141,Andre Fili,Featherweight,13,11,0,1561.284376998899,1617.1704893921335,1775.9390572146683,1636.4135150744182
49,1146,Santiago Ponzinibbio,Welterweight,12,7,0,1684.0548960718531,1780.315448968016,1751.966925217298,1707.8241062727589
50,1152,Julianna Pena,Women's Bantamweight,8,3,0,1759.59423612932,1759.59423612932,1986.5171305379504,1839.0172491723406
51,1155,Davey Grant,Bantamweight,7,6,0,1589.4765914879008,1596.5958680237254,1843.3672838417424,1678.3383338117453
52,1158,Raquel Pennington,Women's Bantamweight,13,6,0,1706.216441217803,1729.284055111351,1789.5512230436448,1735.3836148568475
53,1163,Drew Dober,Welterweight,13,11,0,1616.966160510071,1683.0884247789006,1809.7883392032345,1684.453923052678
54,1191,Beneil Dariush,Lightweight,16,6,1,1757.7109264819592,1819.0063141492967,1745.8687323973893,1753.5661585523596
55,1195,Kevin Lee,Lightweight,11,8,0,1651.8009704853748,1770.7960722731202,1769.875491971933,1693.1270530056702
56,1203,Douglas Silva de Andrade,Featherweight,7,6,0,1564.9018106561764,1596.7848384887084,1724.81422590495,1620.8711559932472
57,1205,Pedro Munhoz,Bantamweight,12,10,0,1659.9277111147535,1744.2062601618377,1851.7590064173828,1727.0686644706739
58,1206,Aljamain Sterling,Bantamweight,16,5,0,1879.3949476969472,1942.193775719123,1781.4605716369613,1845.117916075952
59,1207,Cody Gibson,Bantamweight,3,6,0,1434.911642890922,1514.5457013393377,1756.849142343479,1547.5897676993168
60,1222,Sean Strickland,Middleweight,16,7,0,1775.3930317743657,1792.3859457986127,1785.70798445258,1779.0032652117407
61,1245,Derrick Lewis,Heavyweight,19,10,0,1728.9101152856356,1818.131322235423,1783.3177628410565,1747.952791930033
62,1250,Aaron Phillips,Featherweight,0,4,0,1358.7141286507149,1500.0,1801.7334173755016,1513.7708797043902
63,1251,Li Jingliang,Welterweight,11,7,0,1646.0720413253923,1712.3269652196775,1829.976872374372,1710.4387321925353
64,1260,Warlley Alves,Middleweight,8,8,0,1509.6429735228724,1695.7900477994604,1854.699987650405,1630.4129284675087
65,1265,Marcos Rogerio de Lima,Heavyweight,11,7,0,1628.945368226943,1630.487175388758,1847.5984942398568,1705.4739623314629
66,1276,Jake Matthews,Lightweight,14,7,0,1661.2898694615026,1667.1888622243816,1757.4012416539124,1694.9288497288462
67,1280,Dan Hooker,Featherweight,14,8,0,1721.0068328709108,1752.6459759812228,1829.5716074179911,1759.0045039623888
68,1284,Diego Ferreira,Lightweight,10,6,0,1679.9126829185138,1754.0685916280906,1856.3580286496365,1741.6685539244068
69,1288,Rob Font,Bantamweight,12,7,0,1730.878066814048,1746.6544079587002,1902.5285437586328,1790.9557337446527
70,1310,Brian Ortega,Featherweight,8,5,0,1733.1563596704982,1780.7190194579712,1904.7598013372428,1793.2175642538589
71,1313,Gilbert Burns,Welterweight,15,8,0,1739.7367822226702,1815.017631705616,1787.3769402730484,1756.4108375403025
72,1328,Colby Covington,Welterweight,12,5,0,1796.8750290599814,1855.632677455648,1742.221735328164,1777.7463762538455
73,1337,Damon Jackson,Lightweight,6,7,1,1529.2539121734162,1618.144255403491,1862.1854996892037,1645.7799678039419
74,1347,Jan Blachowicz,Light Heavyweight,12,8,1,1776.876429370814,1833.3346434042087,1740.4169756965769,1764.115620584831
75,1355,Christos Giagos,Lightweight,6,8,0,1461.6206007449362,1556.575851382261,1723.5112595825915,1553.2823313381155
76,1357,Leon Edwards,Welterweight,15,4,0,1908.0769529597364,1981.6956320545155,1725.275650856249,1844.0964972235158
77,1365,Yair Rodriguez,Featherweight,11,4,0,1782.2089276895726,1851.1123736488064,1725.1429944862834,1762.2358510684214
78,1369,Gabriel Benitez,Featherweight,7,8,0,1467.3249349826517,1613.6034249886045,1897.1490111433784,1617.7633616389062
79,1374,Marlon Vera,Bantamweight,15,9,0,1749.2122312925628,1787.6601957005591,1873.26697609775,1792.6313919743784
80,1378,Dooho Choi,Featherweight,5,3,1,1595.6941736081349,1643.1097469453755,1914.3144405556816,1707.2112670397762
81,1380,Ashlee Evans-Smith,Women's Bantamweight,3,6,0,1402.3674740222302,1548.4930360142575,1937.3203641465063,1589.600985565727
82,1381,Carla Esparza,Women's Strawweight,10,6,0,1671.0376892262373,1740.0341719562052,1701.9470087982895,1681.8559510764555
83,1382,Rose Namajunas,Women's Strawweight,11,6,0,1763.2402469380547,1831.8456312659785,1765.7968186687808,1764.1350470438088
84,1383,Jessica Penne,Women's Strawweight,3,6,0,1411.0460979891322,1540.0,1809.0105859684145,1550.333668781881
85,1389,Joanne Wood,Women's Strawweight,9,8,0,1526.300186043825,1580.0433789699027,1975.725859533591,1683.5991717652432
86,1391,Tecia Pennington,Women's Strawweight,10,7,0,1600.2824773573625,1658.8612126230391,1797.962628522091,1669.4705302650175
87,1395,Angela Hill,Women's Strawweight,13,14,0,1558.735959368345,1558.735959368345,1803.6065662511492,1644.4406717773263
88,1398,Bryan Barberena,Lightweight,9,10,0,1531.2312614321402,1639.709568637049,1847.0527160686613,1641.7687705549226
89,1399,Henry Cejudo,Bantamweight,10,5,0,1816.888583236608,1914.8834932217328,1771.9829227458658,1801.1716020648482
90,1402,Renato Moicano,Featherweight,12,6,0,1737.7204921847483,1753.0310352588524,1824.1855018887973,1767.9832455811654
91,1403,Jake Collier,Middleweight,5,9,0,1406.291234593036,1500.0,1800.1519303428113,1544.1424781054575
92,1404,Cody Garbrandt,Bantamweight,9,6,0,1651.7864606358255,1783.9143279376997,1737.2829241809932,1681.7102228766341
93,1405,Jared Cannonier,Heavyweight,11,8,0,1734.989892105612,1766.964095336208,1797.7244856095977,1756.946999832007
94,1415,Holly Holm,Women's Bantamweight,9,7,0,1608.7753519700177,1687.5603596115384,1806.268662162439,1677.8980105373653
95,1424,Maryna Moroz,Women's Strawweight,6,6,0,1496.7877101460574,1601.688279157063,1808.086493176157,1605.742284206592
96,1432,Taylor Lapilus,Featherweight,6,2,0,1625.442662405034,1625.442662405034,1676.8750085594097,1643.4439835590656
97,1438,Islam Makhachev,Lightweight,16,1,0,2061.93082175515,2061.93082175515,1850.8374668562556,1988.0481475405372
98,1441,Nicolas Dalby,Welterweight,8,4,1,1661.4013569704225,1693.213500629954,1746.044324140921,1691.026395480097
99,1442,Elizeu Zaleski dos Santos,Welterweight,11,5,1,1649.2502886036823,1732.7647311745347,1732.5225008601265,1678.3955628934377
100,1447,Arnold Allen,Featherweight,11,2,0,1786.4194751153725,1815.9442598236008,1705.5348076773053,1758.109841512049
101,1455,Kamaru Usman,Welterweight,15,3,0,1932.827040073187,2045.8264500192809,1839.5389987514689,1900.1762256105856
102,1458,Vicente Luque,Welterweight,16,6,0,1790.4884530296313,1861.875310302,1974.9858776259816,1855.0625516383539
103,1459,Michelle Waterson-Gomez,Women's Strawweight,6,9,0,1461.8038851210445,1626.334156263873,1776.4128548527517,1571.917024527142
104,1479,Joaquim Silva,Lightweight,6,5,0,1533.4875822103927,1621.0194200597653,1802.0506495242987,1627.48465577026
105,1485,Matheus Nicolau,Bantamweight,7,4,0,1569.46238776155,1693.9289417324526,1709.19850360441,1618.370028306551
106,1497,Danny Roberts,Welterweight,7,7,0,1493.0704392145376,1595.2417461718412,1761.402384912728,1586.9866202089042
107,1502,Julian Erosa,Lightweight,8,7,0,1570.312369711647,1570.312369711647,1901.110492338739,1686.0917126311292
108,1507,Karolina Kowalkiewicz,Women's Strawweight,9,9,0,1520.8347295914916,1620.623714308654,1971.3844622868407,1678.5271360348638
109,1508,Valentina Shevchenko,Women's Bantamweight,13,3,1,1866.2533196209847,1899.0508263937809,1822.2047185937583,1850.8363092614554
110,1511,Alex Morono,Welterweight,14,9,0,1582.7284576795942,1696.7242006437452,1819.262386838844,1665.5153328853316
111,1518,Randy Brown,Welterweight,13,6,0,1720.5727763437276,1745.165369332237,1790.0766982920106,1744.8991490256267
112,1522,Mickey Gall,Welterweight,6,7,0,1449.417625675119,1633.0516891237185,1850.0151647628625,1589.6267643558294
113,1532,Curtis Blaydes,Heavyweight,13,6,0,1779.9188275270722,1821.74301633688,1917.6383570898204,1828.1206628740338
114,1533,Marcin Tybura,Heavyweight,14,8,0,1703.244629768933,1703.244629768933,1738.5831035845756,1715.613095604408
115,1535,Damir Hadzovic,Lightweight,4,6,0,1466.3588052448335,1583.8955714544925,1823.3546371992263,1591.307346428871
116,1543,Josh Emmett,Lightweight,10,4,0,1745.2131174225087,1771.974895448453,1778.0746155421791,1756.7146417643935
117,1550,Ion Cutelaba,Light Heavyweight,8,9,1,1534.669820235057,1592.346426470149,1809.845124608204,1630.9811767656583
118,1552,Belal Muhammad,Welterweight,15,4,0,1874.8192218143936,1874.8192218143936,1660.4919082727397,1799.8046620748148
119,1554,Khalil Rountree Jr.,Light Heavyweight,10,6,0,1656.7371097436,1676.4201840744956,1781.395996084193,1700.3677199628075
120,1555,Tatiana Suarez,Women's Strawweight,7,1,0,1751.0759960812302,1776.9926686132749,1859.4759603189143,1789.0159835644197
121,1560,Lando Vannata,Lightweight,4,7,2,1465.9286351915086,1538.8838823805131,1750.9003951598052,1565.6687511804125
122,1561,Katlyn Cerminara,Women's Bantamweight,11,6,0,1642.0473882397737,1690.452324352053,1778.8069128346128,1689.9132218479674
123,1564,Devin Clark,Middleweight,8,9,0,1476.421228834134,1550.4590098908973,1779.1210347921556,1582.3661609194414
124,1573,Chase Sherman,Heavyweight,4,11,0,1361.0153497735864,1500.0,,
125,1577,Max Griffin,Welterweight,8,9,0,1588.3523585711755,1614.3698871975016,1712.9253669726106,1631.9529115116777
126,1578,Marvin Vettori,Middleweight,9,6,1,1681.554982020921,1730.9107730274754,1756.3114529606955,1707.719746849842
127,1584,Veronica Hardy,Women's Bantamweight,4,5,0,1506.523713909211,1542.147612812983,1897.4131684192496,1643.3350229877246
128,1586,Jack Hermansson,Middleweight,11,6,0,1686.7355175747678,1723.0345348445694,1775.2378043959698,1717.7113179621886
129,1590,Ricky Glenn,Lightweight,4,6,1,1473.348041920506,1584.476539539039,1703.2878423504635,1553.8269720709911
130,1595,Brandon Moreno,Flyweight,10,5,2,1779.784107626978,1831.8405921131791,1808.15334831334,1789.7133418672047
131,1597,Ketlen Vieira,Women's Bantamweight,8,4,0,1614.6387726581877,1652.861275816274,1702.4807957875155,1645.3834807534524
132,1598,Marc Diakiese,Lightweight,8,7,0,1515.256578939974,1617.484470593994,1767.3750683129715,1603.498050220523
133,1601,Claudio Puelles,Lightweight,5,3,0,1571.981511455877,1653.5808592814794,1773.705990371618,1642.5850790763864
134,1602,Alexa Grasso,Women's Strawweight,8,4,1,1717.9838770123995,1737.944153998123,1776.022403134153,1738.2973611550133
135,1603,Alexander Volkov,Heavyweight,12,5,0,1789.7981794766752,1811.4132034276413,1798.7792943795416,1792.9415696926783
136,1608,Abdul Razak Alhassan,Welterweight,7,7,0,1505.822880967707,1634.9107412132587,1944.029409138836,1659.195165827602
137,1612,Alexander Volkanovski,Lightweight,13,3,0,1926.2530931497884,2015.439051002733,1853.8530214845916,1900.9130680669696
138,1613,Tyson Pedro,Light Heavyweight,6,5,0,1536.7192073221893,1594.1444972846282,,
139,1615,Matt Schnell,Bantamweight,7,7,0,1495.9054613102212,1611.5068081436254,1847.0641608215888,1618.8110061392
140,1618,Ashley Yoder,Women's Strawweight,3,8,0,1373.3485990070242,1500.0,1765.343892889413,1510.5469518658601
141,1620,Gerald Meerschaert,Middleweight,12,10,0,1582.0198980422415,1630.714945199133,1781.6130141683725,1651.8774886863873
142,1623,JJ Aldrich,Women's Strawweight,10,6,0,1568.7728551708144,1608.97844854322,1730.1994029718785,1625.2721469011867
143,1626,Paul Craig,Light Heavyweight,9,9,1,1571.4734993115742,1676.9429377663562,1734.5432656294597,1628.547917522834
144,1627,Irene Aldana,Women's Bantamweight,8,6,0,1643.1761989229633,1669.2121597290354,1828.5511193745565,1708.057421081021
145,1628,Niko Price,Welterweight,8,10,0,1527.5170568383182,1621.647819669536,1858.084697388795,1643.215731030985
146,1629,Drakkar Klose,Lightweight,9,3,0,1674.0570333986657,1716.352126669662,1729.1882507200455,1693.3529594611487
147,1634,Alexandre Pantoja,Flyweight,13,3,0,1835.0951011962304,1835.0951011962304,1921.1356596012304,1865.2092966379805
148,1636,Volkan Oezdemir,Light Heavyweight,8,7,0,1639.6091062670637,1672.5563280620609,1738.3983626229174,1674.1853459916124
149,1638,Ricardo Ramos,Bantamweight,8,6,0,1527.9388617182572,1634.8111562541194,1789.8609228088976,1619.6115830999813
150,1639,Gavin Tucker,Featherweight,4,3,0,1529.7851760212232,1622.1412679466985,2160.083260415054,1750.389505559064
151,1641,Aiemann Zahabi,Bantamweight,6,2,0,1663.4337112609562,1663.4337112609562,1714.7572198068367,1681.3969392520144
152,1642,Cynthia Calvillo,Women's Strawweight,6,6,1,1482.7838407658105,1659.9798584799237,1728.6652372275134,1568.8423295274065
153,1646,Paulo Costa,Middleweight,6,4,0,1661.5843994023091,1734.6967565692496,1888.202842870792,1740.9008546162781
154,1647,Lucie Pudilova,Women's Bantamweight,3,8,0,1373.992448046875,1542.1038821083118,1727.5743033387666,1497.7460973990371
155,1656,Brian Kelleher,Bantamweight,8,9,0,1472.6070754825578,1619.115363301177,1853.1379533128104,1605.7928827231462
156,1657,Deiveson Figueiredo,Flyweight,13,4,1,1822.134434860145,1854.029124511163,1771.9431472595538,1804.567484199938
157,1665,Ji Yeon Kim,Women's Bantamweight,3,7,0,1378.195550527662,1544.6090524647027,1892.9328751119428,1558.3536141321601
158,1666,Dominick Reyes,Light Heavyweight,8,4,0,1688.8786853007414,1757.7933569467991,1805.1866380878043,1729.5864687762137
159,1667,Jared Gordon,Featherweight,8,7,0,1570.6606645381776,1605.756493537978,1935.4416669467107,1698.3340153811641
160,1669,Justin Gaethje,Lightweight,9,5,0,1811.195939309585,1823.012696765888,1936.8517671532425,1855.175479054865
161,1672,Cody Stamann,Featherweight,7,7,1,1516.3328793983069,1666.831421823532,1744.8658328818092,1596.3194131175328
162,1674,Trevin Giles,Light Heavyweight,7,7,0,1479.0788036378672,1628.4244660758525,1708.7769881177287,1559.4731682058186
163,1681,Amanda Lemos,Women's Bantamweight,9,4,0,1687.1451030231256,1703.5873892811378,1905.5397064123456,1763.5832142093527
164,1682,Eryk Anders,Middleweight,10,8,0,1595.4330095699638,1600.642562904256,1741.5912559848955,1646.5883958151899
165,1685,Calvin Kattar,Featherweight,7,7,0,1622.742079550816,1725.4218703572278,1922.756549243396,1727.747143943219
166,1693,Aleksandar Rakic,Light Heavyweight,6,4,0,1624.5688611760002,1715.3165461300978,1760.8547589163672,1672.2689253851286
167,1698,Alex Reyes,Welterweight,0,3,0,1388.467100114205,1500.0,,
168,1708,Nasrat Haqparast,Lightweight,10,4,0,1683.1980863376666,1683.1980863376666,1781.549977580685,1717.621248272723
169,1714,Jessica-Rose Clark,Women's Flyweight,4,5,0,1421.2440618256728,1578.3353698501603,1767.8993200612567,1542.5734022081272
170,1715,Shane Young,Catch Weight,2,5,0,1393.8463895529012,1549.2216864671095,1818.02011655508,1542.3071940036639
171,1716,Tai Tuivasa,Heavyweight,8,8,0,1576.2383009906307,1724.3960388986034,,
172,1720,Muslim Salikhov,Welterweight,8,4,0,1676.3867916741417,1697.63660074357,1640.5386280352905,1663.8399344005438
173,1722,Song Kenan,Welterweight,6,5,0,1512.8648311824395,1610.4027877004726,1812.047704732328,1617.5788369249003
174,1723,Yan Xiaonan,Women's Strawweight,9,3,0,1693.9164265083673,1693.9164265083673,1820.7845272406933,1738.3202617646814
175,1724,Song Yadong,Featherweight,11,3,1,1779.677902446908,1779.677902446908,1760.3083287609818,1772.898551656834
176,1730,Sean O'Malley,Bantamweight,10,3,0,1811.3121005675423,1842.0818184323923,1977.7108454120228,1869.5516612631104
