event_id,name,date
380,"The Ultimate Fighter: Tournament of Champions Finale",2016-12-03
381,"UFC Fight Night: Lewis vs. Abdurakhimov",2016-12-09
382,"UFC 206: Holloway vs. Pettis",2016-12-10
383,"UFC on FOX: VanZant vs. Waterson",2016-12-17
384,"UFC 207: Nunes vs. Rousey",2016-12-30
385,"UFC Fight Night: Rodriguez vs. Penn",2017-01-15
386,"UFC on FOX: Shevchenko vs. Pena",2017-01-28
387,"UFC Fight Night: Bermudez vs. The Korean Zombie",2017-02-04
388,"UFC 208: Holm vs. De Randamie",2017-02-11
389,"UFC Fight Night: Lewis vs. Browne",2017-02-19
390,"UFC 209: Woodley vs. Thompson 2",2017-03-04
391,"UFC Fight Night: Belfort vs. Gastelum",2017-03-11
392,"UFC Fight Night: Manuwa vs. Anderson",2017-03-18
393,"UFC 210: Cormier vs. Johnson 2",2017-04-08
394,"UFC on FOX: Johnson vs. Reis",2017-04-15
395,"UFC Fight Night: Swanson vs. Lobov",2017-04-22
396,"UFC 211: Miocic vs. Dos Santos",2017-05-13
397,"UFC Fight Night: Gustafsson vs. Teixeira",2017-05-28
398,"UFC 212: Aldo vs. Holloway",2017-06-03
399,"UFC Fight Night: Lewis vs. Hunt",2017-06-10
400,"UFC Fight Night: Holm vs. Correia",2017-06-17
401,"UFC Fight Night: Chiesa vs. Lee",2017-06-25
402,"The Ultimate Fighter: Redemption Finale",2017-07-07
403,"UFC 213: Romero vs. Whittaker",2017-07-08
404,"UFC Fight Night: Nelson vs. Ponzinibbio",2017-07-16
405,"UFC Fight Night: Weidman vs. Gastelum",2017-07-22
406,"UFC 214: Cormier vs. Jones 2",2017-07-29
407,"UFC Fight Night: Pettis vs. Moreno",2017-08-05
408,"UFC Fight Night: Volkov vs. Struve",2017-09-02
409,"UFC 215: Nunes vs Shevchenko 2",2017-09-09
410,"UFC Fight Night: Rockhold vs. Branch",2017-09-16
411,"UFC Fight Night: Saint Preux vs. Okami",2017-09-22
412,"UFC 216: Ferguson vs. Lee",2017-10-07
413,"UFC Fight Night: Cerrone vs. Till",2017-10-21
414,"UFC Fight Night: Brunson vs. Machida",2017-10-28
415,"UFC 217: Bisping vs. St-Pierre",2017-11-04
416,"UFC Fight Night: Poirier vs. Pettis",2017-11-11
417,"UFC Fight Night: Werdum vs. Tybura",2017-11-18
418,"UFC Fight Night: Bisping vs. Gastelum",2017-11-25
419,"The Ultimate Fighter: A New World Champion Finale",2017-12-01
420,"UFC 218: Holloway vs. Aldo 2",2017-12-02
421,"UFC Fight Night: Swanson vs. Ortega",2017-12-09
422,"UFC Fight Night: Lawler vs. Dos Anjos",2017-12-16
423,"UFC 219: Cyborg vs. Holm",2017-12-30
424,"UFC Fight Night: Stephens vs. Choi",2018-01-14
425,"UFC 220: Miocic vs. Ngannou",2018-01-20
426,"UFC Fight Night: Jacare vs. Brunson 2",2018-01-27
427,"UFC Fight Night: Machida vs. Anders",2018-02-03
428,"UFC 221: Romero vs. Rockhold",2018-02-10
429,"UFC Fight Night: Cerrone vs. Medeiros",2018-02-18
430,"UFC Fight Night: Emmett vs. Stephens",2018-02-24
431,"UFC 222: Cyborg vs. Kunitskaya",2018-03-03
432,"UFC Fight Night: Werdum vs. Volkov",2018-03-17
433,"UFC 223: Khabib vs. Iaquinta",2018-04-07
434,"UFC Fight Night: Poirier vs. Gaethje",2018-04-14
435,"UFC Fight Night: Barboza vs. Lee",2018-04-21
436,"UFC 224: Nunes vs. Pennington",2018-05-12
437,"UFC Fight Night: Maia vs. Usman",2018-05-19
438,"UFC Fight Night: Thompson vs. Till",2018-05-27
439,"UFC Fight Night: Rivera vs. Moraes",2018-06-01
440,"UFC 225: Whittaker vs. Romero 2",2018-06-09
441,"UFC Fight Night: Cowboy vs. Edwards",2018-06-23
442,"The Ultimate Fighter: Undefeated Finale",2018-07-06
443,"UFC 226: Miocic vs. Cormier",2018-07-07
444,"UFC Fight Night: Dos Santos vs. Ivanov",2018-07-14
445,"UFC Fight Night: Shogun vs. Smith",2018-07-22
446,"UFC Fight Night: Alvarez vs. Poirier 2",2018-07-28
447,"UFC 227: Dillashaw vs. Garbrandt 2",2018-08-04
448,"UFC Fight Night: Gaethje vs. Vick",2018-08-25
449,"UFC 228: Woodley vs. Till",2018-09-08
450,"UFC Fight Night: Hunt vs. Oleinik",2018-09-15
451,"UFC Fight Night: Marreta vs. Anders",2018-09-22
452,"UFC 229: Khabib vs. McGregor",2018-10-06
453,"UFC Fight Night: Oezdemir vs. Smith",2018-10-27
454,"UFC 230: Cormier vs. Lewis",2018-11-03
455,"UFC Fight Night: Korean Zombie vs. Rodriguez",2018-11-10
456,"UFC Fight Night: Magny vs. Ponzinibbio",2018-11-17
457,"UFC Fight Night: Blaydes vs. Ngannou 2",2018-11-24
458,"The Ultimate Fighter: Heavy Hitters Finale",2018-11-30
459,"UFC Fight Night: Dos Santos vs. Tuivasa",2018-12-01
460,"UFC 231: Holloway vs. Ortega",2018-12-08
461,"UFC Fight Night: Lee vs. Iaquinta",2018-12-15
462,"UFC 232: Jones vs. Gustafsson 2",2018-12-29
463,"UFC Fight Night: Cejudo vs. Dillashaw",2019-01-19
464,"UFC Fight Night: Assuncao vs. Moraes 2",2019-02-02
465,"UFC 234: Adesanya vs. Silva",2019-02-09
466,"UFC Fight Night: Ngannou vs. Velasquez",2019-02-17
467,"UFC Fight Night: Blachowicz vs. Santos",2019-02-23
468,"UFC 235: Jones vs. Smith",2019-03-02
469,"UFC Fight Night: Lewis vs. Dos Santos",2019-03-09
470,"UFC Fight Night: Till vs. Masvidal",2019-03-16
471,"UFC Fight Night: Thompson vs. Pettis",2019-03-23
472,"UFC Fight Night: Barboza vs. Gaethje",2019-03-30
473,"UFC 236: Holloway vs. Poirier 2",2019-04-13
474,"UFC Fight Night: Overeem vs. Oleinik",2019-04-20
475,"UFC Fight Night: Jacare vs. Hermansson",2019-04-27
476,"UFC Fight Night: Iaquinta vs. Cowboy",2019-05-04
477,"UFC 237: Namajunas vs. Andrade",2019-05-11
478,"UFC Fight Night: Dos Anjos vs. Lee",2019-05-18
479,"UFC Fight Night: Gustafsson vs. Smith",2019-06-01
480,"UFC 238: Cejudo vs. Moraes",2019-06-08
481,"UFC Fight Night: Moicano vs. The Korean Zombie",2019-06-22
482,"UFC Fight Night: Ngannou vs. Dos Santos",2019-06-29
483,"UFC 239: Jones vs. Santos",2019-07-06
484,"UFC Fight Night: De Randamie vs. Ladd",2019-07-13
485,"UFC Fight Night: Dos Anjos vs. Edwards",2019-07-20
486,"UFC 240: Holloway vs. Edgar",2019-07-27
487,"UFC Fight Night: Covington vs. Lawler",2019-08-03
488,"UFC Fight Night: Shevchenko vs. Carmouche 2",2019-08-10
489,"UFC 241: Cormier vs. Miocic 2",2019-08-17
490,"UFC Fight Night: Andrade vs. Zhang",2019-08-31
491,"UFC 242: Khabib vs. Poirier",2019-09-07
492,"UFC Fight Night: Cowboy vs. Gaethje",2019-09-14
493,"UFC Fight Night: Rodriguez vs. Stephens",2019-09-21
494,"UFC Fight Night: Hermansson vs. Cannonier",2019-09-28
495,"UFC 243: Whittaker vs. Adesanya",2019-10-05
496,"UFC Fight Night: Joanna vs. Waterson",2019-10-12
497,"UFC Fight Night: Reyes vs. Weidman",2019-10-18
498,"UFC Fight Night: Maia vs. Askren",2019-10-26
499,"UFC 244: Masvidal vs. Diaz",2019-11-02
500,"UFC Fight Night: Zabit vs. Kattar",2019-11-09
501,"UFC Fight Night: Blachowicz vs. Jacare",2019-11-16
502,"UFC Fight Night: Overeem vs. Rozenstruik",2019-12-07
503,"UFC 245: Usman vs. Covington",2019-12-14
504,"UFC Fight Night: Edgar vs. The Korean Zombie",2019-12-21
505,"UFC 246: McGregor vs. Cowboy",2020-01-18
506,"UFC Fight Night: Blaydes vs. Dos Santos",2020-01-25
507,"UFC 247: Jones vs. Reyes",2020-02-08
508,"UFC Fight Night: Anderson vs. Blachowicz",2020-02-15
509,"UFC Fight Night: Felder vs. Hooker",2020-02-22
510,"UFC Fight Night: Benavidez vs. Figueiredo",2020-02-29
511,"UFC 248: Adesanya vs. Romero",2020-03-07
512,"UFC Fight Night: Lee vs. Oliveira",2020-03-14
513,"UFC 249: Ferguson vs. Gaethje",2020-05-09
514,"UFC Fight Night: Smith vs. Teixeira",2020-05-13
515,"UFC Fight Night: Overeem vs. Harris",2020-05-16
516,"UFC Fight Night: Woodley vs. Burns",2020-05-30
517,"UFC 250: Nunes vs. Spencer",2020-06-06
518,"UFC Fight Night: Eye vs. Calvillo",2020-06-13
519,"UFC Fight Night: Blaydes vs. Volkov",2020-06-20
520,"UFC Fight Night: Poirier vs. Hooker",2020-06-27
521,"UFC 251: Usman vs. Masvidal",2020-07-11
522,"UFC Fight Night: Kattar vs. Ige",2020-07-15
523,"UFC Fight Night: Figueiredo vs. Benavidez 2",2020-07-18
524,"UFC Fight Night: Whittaker vs. Till",2020-07-25
525,"UFC Fight Night: Brunson vs. Shahbazyan",2020-08-01
526,"UFC Fight Night: Lewis vs. Oleinik",2020-08-08
527,"UFC 252: Miocic vs. Cormier 3",2020-08-15
528,"UFC Fight Night: Munhoz vs. Edgar",2020-08-22
529,"UFC Fight Night: Smith vs. Rakic",2020-08-29
530,"UFC Fight Night: Overeem vs. Sakai",2020-09-05
531,"UFC Fight Night: Waterson vs. Hill",2020-09-12
532,"UFC Fight Night: Covington vs. Woodley",2020-09-19
533,"UFC 253: Adesanya vs. Costa",2020-09-26
534,"UFC Fight Night: Holm vs. Aldana",2020-10-03
535,"UFC Fight Night: Moraes vs. Sandhagen",2020-10-10
536,"UFC Fight Night: Ortega vs. The Korean Zombie",2020-10-17
537,"UFC 254: Khabib vs. Gaethje",2020-10-24
538,"UFC Fight Night: Hall vs. Silva",2020-10-31
539,"UFC Fight Night: Santos vs. Teixeira",2020-11-07
540,"UFC Fight Night: Felder vs. Dos Anjos",2020-11-14
541,"UFC 255: Figueiredo vs. Perez",2020-11-21
542,"UFC Fight Night: Smith vs. Clark",2020-11-28
543,"UFC Fight Night: Hermansson vs. Vettori",2020-12-05
544,"UFC 256: Figueiredo vs. Moreno",2020-12-12
545,"UFC Fight Night: Thompson vs. Neal",2020-12-19
546,"UFC Fight Night: Holloway vs. Kattar",2021-01-16
547,"UFC Fight Night: Chiesa vs. Magny",2021-01-20
548,"UFC 257: Poirier vs. McGregor",2021-01-23
549,"UFC Fight Night: Overeem vs. Volkov",2021-02-06
550,"UFC 258: Usman vs. Burns",2021-02-13
551,"UFC Fight Night: Blaydes vs. Lewis",2021-02-20
552,"UFC Fight Night: Rozenstruik vs. Gane",2021-02-27
553,"UFC 259: Blachowicz vs. Adesanya",2021-03-06
554,"UFC Fight Night: Edwards vs. Muhammad",2021-03-13
555,"UFC Fight Night: Brunson vs. Holland",2021-03-20
556,"UFC 260: Miocic vs. Ngannou",2021-03-27
557,"UFC Fight Night: Vettori vs. Holland",2021-04-10
558,"UFC Fight Night: Whittaker vs. Gastelum",2021-04-17
559,"UFC 261: Usman vs. Masvidal 2",2021-04-24
560,"UFC Fight Night: Reyes vs. Prochazka",2021-05-01
561,"UFC Fight Night: Rodriguez vs. Waterson",2021-05-08
562,"UFC 262: Oliveira vs. Chandler",2021-05-15
563,"UFC Fight Night: Font vs. Garbrandt",2021-05-22
564,"UFC Fight Night: Rozenstruik vs. Sakai",2021-06-05
565,"UFC 263: Adesanya vs. Vettori 2",2021-06-12
566,"UFC Fight Night: Jung vs. Ige",2021-06-19
567,"UFC Fight Night: Gane vs. Volkov",2021-06-26
568,"UFC 264: Poirier vs. McGregor 3",2021-07-10
569,"UFC Fight Night: Makhachev vs. Moises",2021-07-17
570,"UFC Fight Night: Sandhagen vs. Dillashaw",2021-07-24
571,"UFC Fight Night: Hall vs. Strickland",2021-07-31
572,"UFC 265: Lewis vs. Gane",2021-08-07
573,"UFC Fight Night: Cannonier vs. Gastelum",2021-08-21
574,"UFC Fight Night: Barboza vs. Chikadze",2021-08-28
575,"UFC Fight Night: Brunson vs. Till",2021-09-04
576,"UFC Fight Night: Smith vs. Spann",2021-09-18
577,"UFC 266: Volkanovski vs. Ortega",2021-09-25
578,"UFC Fight Night: Santos vs. Walker",2021-10-02
579,"UFC Fight Night: Dern vs. Rodriguez",2021-10-09
580,"UFC Fight Night: Ladd vs. Dumont",2021-10-16
581,"UFC Fight Night: Costa vs. Vettori",2021-10-23
582,"UFC 267: Blachowicz vs. Teixeira",2021-10-30
583,"UFC 268: Usman vs. Covington 2",2021-11-06
584,"UFC Fight Night: Holloway vs. Rodriguez",2021-11-13
585,"UFC Fight Night: Vieira vs. Tate",2021-11-20
586,"UFC Fight Night: Font vs. Aldo",2021-12-04
587,"UFC 269: Oliveira vs. Poirier",2021-12-11
588,"UFC Fight Night: Lewis vs. Daukaus",2021-12-18
589,"UFC Fight Night: Kattar vs. Chikadze",2022-01-15
590,"UFC 270: Ngannou vs. Gane",2022-01-22
591,"UFC Fight Night: Hermansson vs. Strickland",2022-02-05
592,"UFC 271: Adesanya vs. Whittaker 2",2022-02-12
593,"UFC Fight Night: Walker vs. Hill",2022-02-19
594,"UFC Fight Night: Makhachev vs. Green",2022-02-26
595,"UFC 272: Covington vs. Masvidal",2022-03-05
596,"UFC Fight Night: Santos vs. Ankalaev",2022-03-12
597,"UFC Fight Night: Volkov vs. Aspinall",2022-03-19
598,"UFC Fight Night: Blaydes vs. Daukaus",2022-03-26
599,"UFC 273: Volkanovski vs. The Korean Zombie",2022-04-09
600,"UFC Fight Night: Luque vs. Muhammad",2022-04-16
601,"UFC Fight Night: Lemos vs. Andrade",2022-04-23
602,"UFC Fight Night: Font vs. Vera",2022-04-30
603,"UFC 274: Oliveira vs. Gaethje",2022-05-07
604,"UFC Fight Night: Blachowicz vs. Rakic",2022-05-14
605,"UFC Fight Night: Holm vs. Vieira",2022-05-21
606,"UFC Fight Night: Volkov vs. Rozenstruik",2022-06-04
607,"UFC 275: Teixeira vs. Prochazka",2022-06-11
608,"UFC Fight Night: Kattar vs. Emmett",2022-06-18
609,"UFC Fight Night: Tsarukyan vs. Gamrot",2022-06-25
610,"UFC 276: Adesanya vs. Cannonier",2022-07-02
611,"UFC Fight Night: Dos Anjos vs. Fiziev",2022-07-09
612,"UFC Fight Night: Ortega vs. Rodriguez",2022-07-16
613,"UFC Fight Night: Blaydes vs. Aspinall",2022-07-23
614,"UFC 277: Pena vs. Nunes 2",2022-07-30
615,"UFC Fight Night: Santos vs. Hill",2022-08-06
616,"UFC Fight Night: Vera vs. Cruz",2022-08-13
617,"UFC 278: Usman vs. Edwards",2022-08-20
618,"UFC Fight Night: Gane vs. Tuivasa",2022-09-03
619,"UFC 279: Diaz vs. Ferguson",2022-09-10
620,"UFC Fight Night: Sandhagen vs. Song",2022-09-17
621,"UFC Fight Night: Dern vs. Yan",2022-10-01
622,"UFC Fight Night: Grasso vs. Araujo",2022-10-15
623,"UFC 280: Oliveira vs. Makhachev",2022-10-22
624,"UFC Fight Night: Kattar vs. Allen",2022-10-29
625,"UFC Fight Night: Rodriguez vs. Lemos",2022-11-05
626,"UFC 281: Adesanya vs. Pereira",2022-11-12
627,"UFC Fight Night: Nzechukwu vs. Cutelaba",2022-11-19
628,"UFC Fight Night: Thompson vs. Holland",2022-12-03
629,"UFC 282: Blachowicz vs. Ankalaev",2022-12-10
630,"UFC Fight Night: Cannonier vs. Strickland",2022-12-17
631,"UFC Fight Night: Strickland vs. Imavov",2023-01-14
632,"UFC 283: Teixeira vs. Hill",2023-01-21
633,"UFC Fight Night: Lewis vs. Spivac",2023-02-04
634,"UFC 284: Makhachev vs. Volkanovski",2023-02-11
635,"UFC Fight Night: Andrade vs. Blanchfield",2023-02-18
636,"UFC Fight Night: Muniz vs. Allen",2023-02-25
637,"UFC 285: Jones vs. Gane",2023-03-04
638,"UFC Fight Night: Yan vs. Dvalishvili",2023-03-11
639,"UFC 286: Edwards vs. Usman 3",2023-03-18
640,"UFC Fight Night: Vera vs. Sandhagen",2023-03-25
641,"UFC 287: Pereira vs. Adesanya 2",2023-04-08
642,"UFC Fight Night: Holloway vs. Allen",2023-04-15
643,"UFC Fight Night: Pavlovich vs. Blaydes",2023-04-22
644,"UFC Fight Night: Song vs. Simon",2023-04-29
645,"UFC 288: Sterling vs. Cejudo",2023-05-06
646,"UFC Fight Night: Rozenstruik vs. Almeida",2023-05-13
647,"UFC Fight Night: Dern vs. Hill",2023-05-20
648,"UFC Fight Night: Kara-France vs. Albazi",2023-06-03
649,"UFC 289: Nunes vs. Aldana",2023-06-10
650,"UFC Fight Night: Vettori vs. Cannonier",2023-06-17
651,"UFC Fight Night: Emmett vs. Topuria",2023-06-24
652,"UFC Fight Night: Strickland vs. Magomedov",2023-07-01
653,"UFC 290: Volkanovski vs. Rodriguez",2023-07-08
654,"UFC Fight Night: Holm vs. Bueno Silva",2023-07-15
655,"UFC Fight Night: Aspinall vs. Tybura",2023-07-22
656,"UFC 291: Poirier vs. Gaethje 2",2023-07-29
657,"UFC Fight Night: Sandhagen vs. Font",2023-08-05
658,"UFC Fight Night: Luque vs. Dos Anjos",2023-08-12
659,"UFC 292: Sterling vs. O'Malley",2023-08-19
660,"UFC Fight Night: Holloway vs. The Korean Zombie",2023-08-26
661,"UFC Fight Night: Gane vs. Spivac",2023-09-02
662,"UFC 293: Adesanya vs. Strickland",2023-09-09
663,"UFC Fight Night: Grasso vs. Shevchenko 2",2023-09-16
664,"UFC Fight Night: Fiziev vs. Gamrot",2023-09-23
665,"UFC Fight Night: Dawson vs. Green",2023-10-07
666,"UFC Fight Night: Yusuff vs. Barboza",2023-10-14
667,"UFC 294: Makhachev vs. Volkanovski 2",2023-10-21
668,"UFC Fight Night: Almeida vs. Lewis",2023-11-04
669,"UFC 295: Prochazka vs. Pereira",2023-11-11
670,"UFC Fight Night: Allen vs. Craig",2023-11-18
671,"UFC Fight Night: Dariush vs. Tsarukyan",2023-12-02
672,"UFC Fight Night: Song vs. Gutierrez",2023-12-09
673,"UFC 296: Edwards vs. Covington",2023-12-16
674,"UFC Fight Night: Ankalaev vs. Walker 2",2024-01-13
675,"UFC 297: Strickland vs. Du Plessis",2024-01-20
676,"UFC Fight Night: Dolidze vs. Imavov",2024-02-03
677,"UFC Fight Night: Hermansson vs. Pyfer",2024-02-10
678,"UFC 298: Volkanovski vs. Topuria",2024-02-17
679,"UFC Fight Night: Moreno vs. Royval 2",2024-02-24
680,"UFC Fight Night: Rozenstruik vs. Gaziev",2024-03-02
681,"UFC 299: O'Malley vs. Vera 2",2024-03-09
682,"UFC Fight Night: Tuivasa vs. Tybura",2024-03-16
683,"UFC Fight Night: Ribas vs. Namajunas",2024-03-23
684,"UFC Fight Night: Blanchfield vs. Fiorot",2024-03-30
685,"UFC Fight Night: Allen vs. Curtis 2",2024-04-06
686,"UFC 300: Pereira vs. Hill",2024-04-13
687,"UFC Fight Night: Nicolau vs. Perez",2024-04-27
688,"UFC 301: Pantoja vs. Erceg",2024-05-04
689,"UFC Fight Night: Lewis vs. Nascimento",2024-05-11
690,"UFC Fight Night: Barboza vs. Murphy",2024-05-18
691,"UFC 302: Makhachev vs. Poirier",2024-06-01
692,"UFC Fight Night: Cannonier vs. Imavov",2024-06-08
693,"UFC Fight Night: Perez vs. Taira",2024-06-15
694,"UFC Fight Night: Whittaker vs. Aliskerov",2024-06-22
695,"UFC 303: Pereira vs. Prochazka 2",2024-06-29
696,"UFC Fight Night: Namajunas vs. Cortez",2024-07-13
697,"UFC Fight Night: Lemos vs. Jandiroba",2024-07-20
698,"UFC 304: Edwards vs. Muhammad 2",2024-07-27
699,"UFC Fight Night: Sandhagen vs. Nurmagomedov",2024-08-03
700,"UFC Fight Night: Tybura vs. Spivac 2",2024-08-10
701,"UFC 305: Du Plessis vs. Adesanya",2024-08-17
702,"UFC Fight Night: Cannonier vs. Borralho",2024-08-24
703,"UFC Fight Night: Burns vs. Brady",2024-09-07
704,"UFC 306: Riyadh Season Noche UFC",2024-09-14
705,"UFC Fight Night: Moicano vs. Saint Denis",2024-09-28
706,"UFC 307: Pereira vs. Rountree Jr.",2024-10-05
707,"UFC Fight Night: Royval vs. Taira",2024-10-12
708,"UFC Fight Night: Hernandez vs. Pereira",2024-10-19
709,"UFC 308: Topuria vs. Holloway",2024-10-26
710,"UFC Fight Night: Moreno vs. Albazi",2024-11-02
711,"UFC Fight Night: Magny vs. Prates",2024-11-09
712,"UFC 309: Jones vs. Miocic",2024-11-16
713,"UFC Fight Night: Yan vs. Figueiredo",2024-11-23
714,"UFC 310: Pantoja vs. Asakura",2024-12-07
715,"UFC Fight Night: Covington vs. Buckley",2024-12-14
716,"UFC Fight Night: Dern vs. Ribas 2",2025-01-11
717,"UFC 311: Makhachev vs. Moicano",2025-01-18
718,"UFC Fight Night: Adesanya vs. Imavov",2025-02-01
719,"UFC 312: Du Plessis vs. Strickland 2",2025-02-08
720,"UFC Fight Night: Cannonier vs. Rodrigues",2025-02-15
721,"UFC Fight Night: Cejudo vs. Song",2025-02-22
722,"UFC Fight Night: Kape vs. Almabayev",2025-03-01
723,"UFC 313: Pereira vs. Ankalaev",2025-03-08
724,"UFC Fight Night: Vettori vs. Dolidze 2",2025-03-15
725,"UFC Fight Night: Edwards vs. Brady",2025-03-22
